"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Slovenia (SI)","Generation - Solar  [MW] Intraday / Slovenia (SI)","Generation - Solar  [MW] Current / Slovenia (SI)"
"31.07.2022 02:00 - 31.07.2022 03:00","0","N/A","0"
"31.07.2022 03:00 - 31.07.2022 04:00","0","N/A","0"
"31.07.2022 04:00 - 31.07.2022 05:00","0","N/A","0"
"31.07.2022 05:00 - 31.07.2022 06:00","0","N/A","0"
"31.07.2022 06:00 - 31.07.2022 07:00","10","N/A","10"
"31.07.2022 07:00 - 31.07.2022 08:00","37","N/A","36"
"31.07.2022 08:00 - 31.07.2022 09:00","75","N/A","75"
"31.07.2022 09:00 - 31.07.2022 10:00","109","N/A","110"
"31.07.2022 10:00 - 31.07.2022 11:00","127","N/A","125"
"31.07.2022 11:00 - 31.07.2022 12:00","129","N/A","133"
"31.07.2022 12:00 - 31.07.2022 13:00","132","N/A","136"
"31.07.2022 13:00 - 31.07.2022 14:00","128","N/A","126"
"31.07.2022 14:00 - 31.07.2022 15:00","117","N/A","117"
"31.07.2022 15:00 - 31.07.2022 16:00","105","N/A","107"
"31.07.2022 16:00 - 31.07.2022 17:00","87","N/A","82"
"31.07.2022 17:00 - 31.07.2022 18:00","61","N/A","56"
"31.07.2022 18:00 - 31.07.2022 19:00","30","N/A","28"
"31.07.2022 19:00 - 31.07.2022 20:00","7","N/A","6"
"31.07.2022 20:00 - 31.07.2022 21:00","1","N/A","1"
"31.07.2022 21:00 - 31.07.2022 22:00","0","N/A","0"
"31.07.2022 22:00 - 31.07.2022 23:00","0","N/A","0"
"31.07.2022 23:00 - 01.08.2022 00:00","0","N/A","0"
"01.08.2022 00:00 - 01.08.2022 01:00","0","N/A","0"
"01.08.2022 01:00 - 01.08.2022 02:00","0","N/A","0"
"01.08.2022 02:00 - 01.08.2022 03:00","0","N/A","0"
"01.08.2022 03:00 - 01.08.2022 04:00","0","N/A","0"
"01.08.2022 04:00 - 01.08.2022 05:00","0","N/A","0"
"01.08.2022 05:00 - 01.08.2022 06:00","0","N/A","0"
"01.08.2022 06:00 - 01.08.2022 07:00","7","N/A","8"
"01.08.2022 07:00 - 01.08.2022 08:00","27","N/A","29"
"01.08.2022 08:00 - 01.08.2022 09:00","52","N/A","48"
"01.08.2022 09:00 - 01.08.2022 10:00","76","N/A","77"
"01.08.2022 10:00 - 01.08.2022 11:00","94","N/A","105"
"01.08.2022 11:00 - 01.08.2022 12:00","111","N/A","117"
"01.08.2022 12:00 - 01.08.2022 13:00","113","N/A","121"
"01.08.2022 13:00 - 01.08.2022 14:00","111","N/A","97"
"01.08.2022 14:00 - 01.08.2022 15:00","100","N/A","79"
"01.08.2022 15:00 - 01.08.2022 16:00","88","N/A","73"
"01.08.2022 16:00 - 01.08.2022 17:00","78","N/A","82"
"01.08.2022 17:00 - 01.08.2022 18:00","50","N/A","58"
"01.08.2022 18:00 - 01.08.2022 19:00","23","N/A","28"
"01.08.2022 19:00 - 01.08.2022 20:00","5","N/A","6"
"01.08.2022 20:00 - 01.08.2022 21:00","0","N/A","1"
"01.08.2022 21:00 - 01.08.2022 22:00","0","N/A","0"
"01.08.2022 22:00 - 01.08.2022 23:00","0","N/A","0"
"01.08.2022 23:00 - 02.08.2022 00:00","0","N/A","0"
"02.08.2022 00:00 - 02.08.2022 01:00","0","N/A","0"
"02.08.2022 01:00 - 02.08.2022 02:00","0","N/A","0"
"02.08.2022 02:00 - 02.08.2022 03:00","0","N/A","0"
"02.08.2022 03:00 - 02.08.2022 04:00","0","N/A","0"
"02.08.2022 04:00 - 02.08.2022 05:00","0","N/A","0"
"02.08.2022 05:00 - 02.08.2022 06:00","0","N/A","0"
"02.08.2022 06:00 - 02.08.2022 07:00","7","N/A","4"
"02.08.2022 07:00 - 02.08.2022 08:00","25","N/A","15"
"02.08.2022 08:00 - 02.08.2022 09:00","46","N/A","31"
"02.08.2022 09:00 - 02.08.2022 10:00","66","N/A","42"
"02.08.2022 10:00 - 02.08.2022 11:00","78","N/A","47"
"02.08.2022 11:00 - 02.08.2022 12:00","87","N/A","66"
"02.08.2022 12:00 - 02.08.2022 13:00","92","N/A","84"
"02.08.2022 13:00 - 02.08.2022 14:00","95","N/A","91"
"02.08.2022 14:00 - 02.08.2022 15:00","89","N/A","88"
"02.08.2022 15:00 - 02.08.2022 16:00","76","N/A","88"
"02.08.2022 16:00 - 02.08.2022 17:00","75","N/A","89"
"02.08.2022 17:00 - 02.08.2022 18:00","49","N/A","61"
"02.08.2022 18:00 - 02.08.2022 19:00","26","N/A","32"
"02.08.2022 19:00 - 02.08.2022 20:00","6","N/A","7"
"02.08.2022 20:00 - 02.08.2022 21:00","0","N/A","0"
"02.08.2022 21:00 - 02.08.2022 22:00","0","N/A","0"
"02.08.2022 22:00 - 02.08.2022 23:00","0","N/A","0"
"02.08.2022 23:00 - 03.08.2022 00:00","0","N/A","0"
"03.08.2022 00:00 - 03.08.2022 01:00","0","N/A","0"
"03.08.2022 01:00 - 03.08.2022 02:00","0","N/A","0"
"03.08.2022 02:00 - 03.08.2022 03:00","0","N/A","0"
"03.08.2022 03:00 - 03.08.2022 04:00","0","N/A","0"
"03.08.2022 04:00 - 03.08.2022 05:00","0","N/A","0"
"03.08.2022 05:00 - 03.08.2022 06:00","0","N/A","0"
"03.08.2022 06:00 - 03.08.2022 07:00","8","N/A","7"
"03.08.2022 07:00 - 03.08.2022 08:00","33","N/A","30"
"03.08.2022 08:00 - 03.08.2022 09:00","67","N/A","65"
"03.08.2022 09:00 - 03.08.2022 10:00","98","N/A","94"
"03.08.2022 10:00 - 03.08.2022 11:00","127","N/A","125"
"03.08.2022 11:00 - 03.08.2022 12:00","152","N/A","147"
"03.08.2022 12:00 - 03.08.2022 13:00","160","N/A","150"
"03.08.2022 13:00 - 03.08.2022 14:00","160","N/A","151"
"03.08.2022 14:00 - 03.08.2022 15:00","152","N/A","146"
"03.08.2022 15:00 - 03.08.2022 16:00","134","N/A","129"
"03.08.2022 16:00 - 03.08.2022 17:00","107","N/A","103"
"03.08.2022 17:00 - 03.08.2022 18:00","69","N/A","69"
"03.08.2022 18:00 - 03.08.2022 19:00","33","N/A","34"
"03.08.2022 19:00 - 03.08.2022 20:00","7","N/A","7"
"03.08.2022 20:00 - 03.08.2022 21:00","1","N/A","1"
"03.08.2022 21:00 - 03.08.2022 22:00","0","N/A","0"
"03.08.2022 22:00 - 03.08.2022 23:00","0","N/A","0"
"03.08.2022 23:00 - 04.08.2022 00:00","0","N/A","0"
"04.08.2022 00:00 - 04.08.2022 01:00","0","N/A","0"
"04.08.2022 01:00 - 04.08.2022 02:00","0","N/A","0"
"04.08.2022 02:00 - 04.08.2022 03:00","0","N/A","0"
"04.08.2022 03:00 - 04.08.2022 04:00","0","N/A","0"
"04.08.2022 04:00 - 04.08.2022 05:00","0","N/A","0"
"04.08.2022 05:00 - 04.08.2022 06:00","0","N/A","0"
"04.08.2022 06:00 - 04.08.2022 07:00","7","N/A","7"
"04.08.2022 07:00 - 04.08.2022 08:00","31","N/A","31"
"04.08.2022 08:00 - 04.08.2022 09:00","64","N/A","68"
"04.08.2022 09:00 - 04.08.2022 10:00","97","N/A","102"
"04.08.2022 10:00 - 04.08.2022 11:00","135","N/A","143"
"04.08.2022 11:00 - 04.08.2022 12:00","161","N/A","174"
"04.08.2022 12:00 - 04.08.2022 13:00","163","N/A","174"
"04.08.2022 13:00 - 04.08.2022 14:00","164","N/A","174"
"04.08.2022 14:00 - 04.08.2022 15:00","164","N/A","169"
"04.08.2022 15:00 - 04.08.2022 16:00","138","N/A","143"
"04.08.2022 16:00 - 04.08.2022 17:00","103","N/A","106"
"04.08.2022 17:00 - 04.08.2022 18:00","67","N/A","69"
"04.08.2022 18:00 - 04.08.2022 19:00","31","N/A","33"
"04.08.2022 19:00 - 04.08.2022 20:00","6","N/A","7"
"04.08.2022 20:00 - 04.08.2022 21:00","0","N/A","0"
"04.08.2022 21:00 - 04.08.2022 22:00","0","N/A","0"
"04.08.2022 22:00 - 04.08.2022 23:00","0","N/A","0"
"04.08.2022 23:00 - 05.08.2022 00:00","0","N/A","0"
"05.08.2022 00:00 - 05.08.2022 01:00","0","N/A","0"
"05.08.2022 01:00 - 05.08.2022 02:00","0","N/A","0"
"05.08.2022 02:00 - 05.08.2022 03:00","0","N/A","0"
"05.08.2022 03:00 - 05.08.2022 04:00","0","N/A","0"
"05.08.2022 04:00 - 05.08.2022 05:00","0","N/A","0"
"05.08.2022 05:00 - 05.08.2022 06:00","0","N/A","0"
"05.08.2022 06:00 - 05.08.2022 07:00","7","N/A","7"
"05.08.2022 07:00 - 05.08.2022 08:00","32","N/A","32"
"05.08.2022 08:00 - 05.08.2022 09:00","67","N/A","68"
"05.08.2022 09:00 - 05.08.2022 10:00","98","N/A","101"
"05.08.2022 10:00 - 05.08.2022 11:00","136","N/A","140"
"05.08.2022 11:00 - 05.08.2022 12:00","165","N/A","170"
"05.08.2022 12:00 - 05.08.2022 13:00","165","N/A","171"
"05.08.2022 13:00 - 05.08.2022 14:00","165","N/A","168"
"05.08.2022 14:00 - 05.08.2022 15:00","159","N/A","161"
"05.08.2022 15:00 - 05.08.2022 16:00","132","N/A","132"
"05.08.2022 16:00 - 05.08.2022 17:00","95","N/A","90"
"05.08.2022 17:00 - 05.08.2022 18:00","63","N/A","60"
"05.08.2022 18:00 - 05.08.2022 19:00","30","N/A","29"
"05.08.2022 19:00 - 05.08.2022 20:00","6","N/A","5"
"05.08.2022 20:00 - 05.08.2022 21:00","0","N/A","0"
"05.08.2022 21:00 - 05.08.2022 22:00","0","N/A","0"
"05.08.2022 22:00 - 05.08.2022 23:00","0","N/A","0"
"05.08.2022 23:00 - 06.08.2022 00:00","0","N/A","0"
"06.08.2022 00:00 - 06.08.2022 01:00","0","N/A","0"
"06.08.2022 01:00 - 06.08.2022 02:00","0","N/A","0"
"06.08.2022 02:00 - 06.08.2022 03:00","0","N/A","0"
"06.08.2022 03:00 - 06.08.2022 04:00","0","N/A","0"
"06.08.2022 04:00 - 06.08.2022 05:00","0","N/A","0"
"06.08.2022 05:00 - 06.08.2022 06:00","0","N/A","0"
"06.08.2022 06:00 - 06.08.2022 07:00","4","N/A","5"
"06.08.2022 07:00 - 06.08.2022 08:00","18","N/A","24"
"06.08.2022 08:00 - 06.08.2022 09:00","33","N/A","51"
"06.08.2022 09:00 - 06.08.2022 10:00","52","N/A","76"
"06.08.2022 10:00 - 06.08.2022 11:00","71","N/A","91"
"06.08.2022 11:00 - 06.08.2022 12:00","93","N/A","97"
"06.08.2022 12:00 - 06.08.2022 13:00","97","N/A","91"
"06.08.2022 13:00 - 06.08.2022 14:00","105","N/A","91"
"06.08.2022 14:00 - 06.08.2022 15:00","108","N/A","92"
"06.08.2022 15:00 - 06.08.2022 16:00","84","N/A","78"
"06.08.2022 16:00 - 06.08.2022 17:00","63","N/A","68"
"06.08.2022 17:00 - 06.08.2022 18:00","43","N/A","46"
"06.08.2022 18:00 - 06.08.2022 19:00","21","N/A","22"
"06.08.2022 19:00 - 06.08.2022 20:00","4","N/A","5"
"06.08.2022 20:00 - 06.08.2022 21:00","0","N/A","0"
"06.08.2022 21:00 - 06.08.2022 22:00","0","N/A","0"
"06.08.2022 22:00 - 06.08.2022 23:00","0","N/A","0"
"06.08.2022 23:00 - 07.08.2022 00:00","0","N/A","0"
"07.08.2022 00:00 - 07.08.2022 01:00","0","N/A","0"
"07.08.2022 01:00 - 07.08.2022 02:00","0","N/A","0"
"07.08.2022 02:00 - 07.08.2022 03:00","0","N/A","0"
"07.08.2022 03:00 - 07.08.2022 04:00","0","N/A","0"
"07.08.2022 04:00 - 07.08.2022 05:00","0","N/A","0"
"07.08.2022 05:00 - 07.08.2022 06:00","0","N/A","0"
"07.08.2022 06:00 - 07.08.2022 07:00","5","N/A","4"
"07.08.2022 07:00 - 07.08.2022 08:00","22","N/A","18"
"07.08.2022 08:00 - 07.08.2022 09:00","50","N/A","37"
"07.08.2022 09:00 - 07.08.2022 10:00","79","N/A","55"
"07.08.2022 10:00 - 07.08.2022 11:00","111","N/A","80"
"07.08.2022 11:00 - 07.08.2022 12:00","132","N/A","98"
"07.08.2022 12:00 - 07.08.2022 13:00","135","N/A","104"
"07.08.2022 13:00 - 07.08.2022 14:00","138","N/A","116"
"07.08.2022 14:00 - 07.08.2022 15:00","137","N/A","118"
"07.08.2022 15:00 - 07.08.2022 16:00","112","N/A","96"
"07.08.2022 16:00 - 07.08.2022 17:00","81","N/A","71"
"07.08.2022 17:00 - 07.08.2022 18:00","51","N/A","46"
"07.08.2022 18:00 - 07.08.2022 19:00","23","N/A","20"
"07.08.2022 19:00 - 07.08.2022 20:00","4","N/A","3"
"07.08.2022 20:00 - 07.08.2022 21:00","0","N/A","0"
"07.08.2022 21:00 - 07.08.2022 22:00","0","N/A","0"
"07.08.2022 22:00 - 07.08.2022 23:00","0","N/A","0"
"07.08.2022 23:00 - 08.08.2022 00:00","0","N/A","0"
"08.08.2022 00:00 - 08.08.2022 01:00","0","N/A","0"
"08.08.2022 01:00 - 08.08.2022 02:00","0","N/A","0"
"08.08.2022 02:00 - 08.08.2022 03:00","0","N/A","0"
"08.08.2022 03:00 - 08.08.2022 04:00","0","N/A","0"
"08.08.2022 04:00 - 08.08.2022 05:00","0","N/A","0"
"08.08.2022 05:00 - 08.08.2022 06:00","0","N/A","0"
"08.08.2022 06:00 - 08.08.2022 07:00","3","N/A","3"
"08.08.2022 07:00 - 08.08.2022 08:00","14","N/A","15"
"08.08.2022 08:00 - 08.08.2022 09:00","32","N/A","31"
"08.08.2022 09:00 - 08.08.2022 10:00","49","N/A","45"
"08.08.2022 10:00 - 08.08.2022 11:00","68","N/A","65"
"08.08.2022 11:00 - 08.08.2022 12:00","86","N/A","79"
"08.08.2022 12:00 - 08.08.2022 13:00","95","N/A","83"
"08.08.2022 13:00 - 08.08.2022 14:00","96","N/A","88"
"08.08.2022 14:00 - 08.08.2022 15:00","95","N/A","85"
"08.08.2022 15:00 - 08.08.2022 16:00","89","N/A","78"
"08.08.2022 16:00 - 08.08.2022 17:00","70","N/A","63"
"08.08.2022 17:00 - 08.08.2022 18:00","47","N/A","42"
"08.08.2022 18:00 - 08.08.2022 19:00","21","N/A","19"
"08.08.2022 19:00 - 08.08.2022 20:00","3","N/A","3"
"08.08.2022 20:00 - 08.08.2022 21:00","0","N/A","0"
"08.08.2022 21:00 - 08.08.2022 22:00","0","N/A","0"
"08.08.2022 22:00 - 08.08.2022 23:00","0","N/A","0"
"08.08.2022 23:00 - 09.08.2022 00:00","0","N/A","0"
"09.08.2022 00:00 - 09.08.2022 01:00","0","N/A","0"
"09.08.2022 01:00 - 09.08.2022 02:00","0","N/A","0"
"09.08.2022 02:00 - 09.08.2022 03:00","0","N/A","0"
"09.08.2022 03:00 - 09.08.2022 04:00","0","N/A","0"
"09.08.2022 04:00 - 09.08.2022 05:00","0","N/A","0"
"09.08.2022 05:00 - 09.08.2022 06:00","0","N/A","0"
"09.08.2022 06:00 - 09.08.2022 07:00","6","N/A","6"
"09.08.2022 07:00 - 09.08.2022 08:00","30","N/A","30"
"09.08.2022 08:00 - 09.08.2022 09:00","69","N/A","66"
"09.08.2022 09:00 - 09.08.2022 10:00","106","N/A","101"
"09.08.2022 10:00 - 09.08.2022 11:00","143","N/A","132"
"09.08.2022 11:00 - 09.08.2022 12:00","164","N/A","154"
"09.08.2022 12:00 - 09.08.2022 13:00","165","N/A","161"
"09.08.2022 13:00 - 09.08.2022 14:00","155","N/A","150"
"09.08.2022 14:00 - 09.08.2022 15:00","144","N/A","143"
"09.08.2022 15:00 - 09.08.2022 16:00","129","N/A","130"
"09.08.2022 16:00 - 09.08.2022 17:00","101","N/A","100"
"09.08.2022 17:00 - 09.08.2022 18:00","64","N/A","61"
"09.08.2022 18:00 - 09.08.2022 19:00","27","N/A","27"
"09.08.2022 19:00 - 09.08.2022 20:00","4","N/A","4"
"09.08.2022 20:00 - 09.08.2022 21:00","0","N/A","0"
"09.08.2022 21:00 - 09.08.2022 22:00","0","N/A","0"
"09.08.2022 22:00 - 09.08.2022 23:00","0","N/A","0"
"09.08.2022 23:00 - 10.08.2022 00:00","0","N/A","0"
"10.08.2022 00:00 - 10.08.2022 01:00","0","N/A","0"
"10.08.2022 01:00 - 10.08.2022 02:00","0","N/A","0"
"10.08.2022 02:00 - 10.08.2022 03:00","0","N/A","0"
"10.08.2022 03:00 - 10.08.2022 04:00","0","N/A","0"
"10.08.2022 04:00 - 10.08.2022 05:00","0","N/A","0"
"10.08.2022 05:00 - 10.08.2022 06:00","0","N/A","0"
"10.08.2022 06:00 - 10.08.2022 07:00","5","N/A","6"
"10.08.2022 07:00 - 10.08.2022 08:00","22","N/A","26"
"10.08.2022 08:00 - 10.08.2022 09:00","51","N/A","63"
"10.08.2022 09:00 - 10.08.2022 10:00","83","N/A","103"
"10.08.2022 10:00 - 10.08.2022 11:00","114","N/A","137"
"10.08.2022 11:00 - 10.08.2022 12:00","133","N/A","161"
"10.08.2022 12:00 - 10.08.2022 13:00","137","N/A","165"
"10.08.2022 13:00 - 10.08.2022 14:00","130","N/A","151"
"10.08.2022 14:00 - 10.08.2022 15:00","123","N/A","138"
"10.08.2022 15:00 - 10.08.2022 16:00","107","N/A","123"
"10.08.2022 16:00 - 10.08.2022 17:00","87","N/A","98"
"10.08.2022 17:00 - 10.08.2022 18:00","56","N/A","59"
"10.08.2022 18:00 - 10.08.2022 19:00","24","N/A","24"
"10.08.2022 19:00 - 10.08.2022 20:00","4","N/A","4"
"10.08.2022 20:00 - 10.08.2022 21:00","0","N/A","0"
"10.08.2022 21:00 - 10.08.2022 22:00","0","N/A","0"
"10.08.2022 22:00 - 10.08.2022 23:00","0","N/A","0"
"10.08.2022 23:00 - 11.08.2022 00:00","0","N/A","0"
"11.08.2022 00:00 - 11.08.2022 01:00","0","N/A","0"
"11.08.2022 01:00 - 11.08.2022 02:00","0","N/A","0"
"11.08.2022 02:00 - 11.08.2022 03:00","0","N/A","0"
"11.08.2022 03:00 - 11.08.2022 04:00","0","N/A","0"
"11.08.2022 04:00 - 11.08.2022 05:00","0","N/A","0"
"11.08.2022 05:00 - 11.08.2022 06:00","0","N/A","0"
"11.08.2022 06:00 - 11.08.2022 07:00","6","N/A","5"
"11.08.2022 07:00 - 11.08.2022 08:00","30","N/A","29"
"11.08.2022 08:00 - 11.08.2022 09:00","69","N/A","69"
"11.08.2022 09:00 - 11.08.2022 10:00","110","N/A","106"
"11.08.2022 10:00 - 11.08.2022 11:00","138","N/A","133"
"11.08.2022 11:00 - 11.08.2022 12:00","150","N/A","152"
"11.08.2022 12:00 - 11.08.2022 13:00","149","N/A","159"
"11.08.2022 13:00 - 11.08.2022 14:00","133","N/A","143"
"11.08.2022 14:00 - 11.08.2022 15:00","119","N/A","129"
"11.08.2022 15:00 - 11.08.2022 16:00","105","N/A","118"
"11.08.2022 16:00 - 11.08.2022 17:00","75","N/A","83"
"11.08.2022 17:00 - 11.08.2022 18:00","40","N/A","47"
"11.08.2022 18:00 - 11.08.2022 19:00","16","N/A","18"
"11.08.2022 19:00 - 11.08.2022 20:00","2","N/A","3"
"11.08.2022 20:00 - 11.08.2022 21:00","0","N/A","0"
"11.08.2022 21:00 - 11.08.2022 22:00","0","N/A","0"
"11.08.2022 22:00 - 11.08.2022 23:00","0","N/A","0"
"11.08.2022 23:00 - 12.08.2022 00:00","0","N/A","0"
"12.08.2022 00:00 - 12.08.2022 01:00","0","N/A","0"
"12.08.2022 01:00 - 12.08.2022 02:00","0","N/A","0"
"12.08.2022 02:00 - 12.08.2022 03:00","0","N/A","0"
"12.08.2022 03:00 - 12.08.2022 04:00","0","N/A","0"
"12.08.2022 04:00 - 12.08.2022 05:00","0","N/A","0"
"12.08.2022 05:00 - 12.08.2022 06:00","0","N/A","0"
"12.08.2022 06:00 - 12.08.2022 07:00","2","N/A","2"
"12.08.2022 07:00 - 12.08.2022 08:00","9","N/A","13"
"12.08.2022 08:00 - 12.08.2022 09:00","25","N/A","38"
"12.08.2022 09:00 - 12.08.2022 10:00","49","N/A","64"
"12.08.2022 10:00 - 12.08.2022 11:00","69","N/A","94"
"12.08.2022 11:00 - 12.08.2022 12:00","80","N/A","113"
"12.08.2022 12:00 - 12.08.2022 13:00","94","N/A","111"
"12.08.2022 13:00 - 12.08.2022 14:00","89","N/A","90"
"12.08.2022 14:00 - 12.08.2022 15:00","76","N/A","79"
"12.08.2022 15:00 - 12.08.2022 16:00","70","N/A","71"
"12.08.2022 16:00 - 12.08.2022 17:00","58","N/A","55"
"12.08.2022 17:00 - 12.08.2022 18:00","37","N/A","35"
"12.08.2022 18:00 - 12.08.2022 19:00","17","N/A","16"
"12.08.2022 19:00 - 12.08.2022 20:00","3","N/A","2"
"12.08.2022 20:00 - 12.08.2022 21:00","0","N/A","0"
"12.08.2022 21:00 - 12.08.2022 22:00","0","N/A","0"
"12.08.2022 22:00 - 12.08.2022 23:00","0","N/A","0"
"12.08.2022 23:00 - 13.08.2022 00:00","0","N/A","0"
"13.08.2022 00:00 - 13.08.2022 01:00","0","N/A","0"
"13.08.2022 01:00 - 13.08.2022 02:00","0","N/A","0"
"13.08.2022 02:00 - 13.08.2022 03:00","0","N/A","0"
"13.08.2022 03:00 - 13.08.2022 04:00","0","N/A","0"
"13.08.2022 04:00 - 13.08.2022 05:00","0","N/A","0"
"13.08.2022 05:00 - 13.08.2022 06:00","0","N/A","0"
"13.08.2022 06:00 - 13.08.2022 07:00","2","N/A","2"
"13.08.2022 07:00 - 13.08.2022 08:00","8","N/A","8"
"13.08.2022 08:00 - 13.08.2022 09:00","20","N/A","19"
"13.08.2022 09:00 - 13.08.2022 10:00","28","N/A","28"
"13.08.2022 10:00 - 13.08.2022 11:00","45","N/A","42"
"13.08.2022 11:00 - 13.08.2022 12:00","51","N/A","56"
"13.08.2022 12:00 - 13.08.2022 13:00","68","N/A","71"
"13.08.2022 13:00 - 13.08.2022 14:00","78","N/A","71"
"13.08.2022 14:00 - 13.08.2022 15:00","77","N/A","63"
"13.08.2022 15:00 - 13.08.2022 16:00","73","N/A","54"
"13.08.2022 16:00 - 13.08.2022 17:00","55","N/A","41"
"13.08.2022 17:00 - 13.08.2022 18:00","36","N/A","31"
"13.08.2022 18:00 - 13.08.2022 19:00","17","N/A","16"
"13.08.2022 19:00 - 13.08.2022 20:00","3","N/A","3"
"13.08.2022 20:00 - 13.08.2022 21:00","0","N/A","0"
"13.08.2022 21:00 - 13.08.2022 22:00","0","N/A","0"
"13.08.2022 22:00 - 13.08.2022 23:00","0","N/A","0"
"13.08.2022 23:00 - 14.08.2022 00:00","0","N/A","0"
"14.08.2022 00:00 - 14.08.2022 01:00","0","N/A","0"
"14.08.2022 01:00 - 14.08.2022 02:00","0","N/A","0"
"14.08.2022 02:00 - 14.08.2022 03:00","0","N/A","0"
"14.08.2022 03:00 - 14.08.2022 04:00","0","N/A","0"
"14.08.2022 04:00 - 14.08.2022 05:00","0","N/A","0"
"14.08.2022 05:00 - 14.08.2022 06:00","0","N/A","0"
"14.08.2022 06:00 - 14.08.2022 07:00","6","N/A","6"
"14.08.2022 07:00 - 14.08.2022 08:00","29","N/A","28"
"14.08.2022 08:00 - 14.08.2022 09:00","68","N/A","67"
"14.08.2022 09:00 - 14.08.2022 10:00","111","N/A","112"
"14.08.2022 10:00 - 14.08.2022 11:00","147","N/A","149"
"14.08.2022 11:00 - 14.08.2022 12:00","168","N/A","172"
"14.08.2022 12:00 - 14.08.2022 13:00","175","N/A","179"
"14.08.2022 13:00 - 14.08.2022 14:00","175","N/A","181"
"14.08.2022 14:00 - 14.08.2022 15:00","159","N/A","164"
"14.08.2022 15:00 - 14.08.2022 16:00","140","N/A","145"
"14.08.2022 16:00 - 14.08.2022 17:00","107","N/A","109"
"14.08.2022 17:00 - 14.08.2022 18:00","66","N/A","68"
"14.08.2022 18:00 - 14.08.2022 19:00","29","N/A","29"
"14.08.2022 19:00 - 14.08.2022 20:00","5","N/A","5"
"14.08.2022 20:00 - 14.08.2022 21:00","0","N/A","0"
"14.08.2022 21:00 - 14.08.2022 22:00","0","N/A","0"
"14.08.2022 22:00 - 14.08.2022 23:00","0","N/A","0"
"14.08.2022 23:00 - 15.08.2022 00:00","0","N/A","0"
"15.08.2022 00:00 - 15.08.2022 01:00","0","N/A","0"
"15.08.2022 01:00 - 15.08.2022 02:00","0","N/A","0"
"15.08.2022 02:00 - 15.08.2022 03:00","0","N/A","0"
"15.08.2022 03:00 - 15.08.2022 04:00","0","N/A","0"
"15.08.2022 04:00 - 15.08.2022 05:00","0","N/A","0"
"15.08.2022 05:00 - 15.08.2022 06:00","0","N/A","0"
"15.08.2022 06:00 - 15.08.2022 07:00","4","N/A","4"
"15.08.2022 07:00 - 15.08.2022 08:00","22","N/A","19"
"15.08.2022 08:00 - 15.08.2022 09:00","46","N/A","43"
"15.08.2022 09:00 - 15.08.2022 10:00","78","N/A","67"
"15.08.2022 10:00 - 15.08.2022 11:00","102","N/A","91"
"15.08.2022 11:00 - 15.08.2022 12:00","120","N/A","114"
"15.08.2022 12:00 - 15.08.2022 13:00","124","N/A","132"
"15.08.2022 13:00 - 15.08.2022 14:00","127","N/A","134"
"15.08.2022 14:00 - 15.08.2022 15:00","124","N/A","116"
"15.08.2022 15:00 - 15.08.2022 16:00","108","N/A","114"
"15.08.2022 16:00 - 15.08.2022 17:00","71","N/A","89"
"15.08.2022 17:00 - 15.08.2022 18:00","46","N/A","52"
"15.08.2022 18:00 - 15.08.2022 19:00","16","N/A","23"
"15.08.2022 19:00 - 15.08.2022 20:00","3","N/A","4"
"15.08.2022 20:00 - 15.08.2022 21:00","0","N/A","0"
"15.08.2022 21:00 - 15.08.2022 22:00","0","N/A","0"
"15.08.2022 22:00 - 15.08.2022 23:00","0","N/A","0"
"15.08.2022 23:00 - 16.08.2022 00:00","0","N/A","0"
"16.08.2022 00:00 - 16.08.2022 01:00","0","N/A","0"
"16.08.2022 01:00 - 16.08.2022 02:00","0","N/A","0"
"16.08.2022 02:00 - 16.08.2022 03:00","0","N/A","0"
"16.08.2022 03:00 - 16.08.2022 04:00","0","N/A","0"
"16.08.2022 04:00 - 16.08.2022 05:00","0","N/A","0"
"16.08.2022 05:00 - 16.08.2022 06:00","0","N/A","0"
"16.08.2022 06:00 - 16.08.2022 07:00","4","N/A","3"
"16.08.2022 07:00 - 16.08.2022 08:00","20","N/A","19"
"16.08.2022 08:00 - 16.08.2022 09:00","46","N/A","47"
"16.08.2022 09:00 - 16.08.2022 10:00","72","N/A","63"
"16.08.2022 10:00 - 16.08.2022 11:00","98","N/A","85"
"16.08.2022 11:00 - 16.08.2022 12:00","111","N/A","107"
"16.08.2022 12:00 - 16.08.2022 13:00","116","N/A","121"
"16.08.2022 13:00 - 16.08.2022 14:00","129","N/A","136"
"16.08.2022 14:00 - 16.08.2022 15:00","122","N/A","121"
"16.08.2022 15:00 - 16.08.2022 16:00","110","N/A","119"
"16.08.2022 16:00 - 16.08.2022 17:00","95","N/A","99"
"16.08.2022 17:00 - 16.08.2022 18:00","63","N/A","64"
"16.08.2022 18:00 - 16.08.2022 19:00","27","N/A","27"
"16.08.2022 19:00 - 16.08.2022 20:00","4","N/A","4"
"16.08.2022 20:00 - 16.08.2022 21:00","0","N/A","0"
"16.08.2022 21:00 - 16.08.2022 22:00","0","N/A","0"
"16.08.2022 22:00 - 16.08.2022 23:00","0","N/A","0"
"16.08.2022 23:00 - 17.08.2022 00:00","0","N/A","0"
"17.08.2022 00:00 - 17.08.2022 01:00","0","N/A","0"
"17.08.2022 01:00 - 17.08.2022 02:00","0","N/A","0"
