"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Slovenia (SI)","Generation - Solar  [MW] Intraday / Slovenia (SI)","Generation - Solar  [MW] Current / Slovenia (SI)"
"14.07.2022 02:00 - 14.07.2022 03:00","0","N/A","0"
"14.07.2022 03:00 - 14.07.2022 04:00","0","N/A","0"
"14.07.2022 04:00 - 14.07.2022 05:00","0","N/A","0"
"14.07.2022 05:00 - 14.07.2022 06:00","0","N/A","0"
"14.07.2022 06:00 - 14.07.2022 07:00","8","N/A","4"
"14.07.2022 07:00 - 14.07.2022 08:00","23","N/A","11"
"14.07.2022 08:00 - 14.07.2022 09:00","46","N/A","25"
"14.07.2022 09:00 - 14.07.2022 10:00","68","N/A","43"
"14.07.2022 10:00 - 14.07.2022 11:00","74","N/A","51"
"14.07.2022 11:00 - 14.07.2022 12:00","84","N/A","63"
"14.07.2022 12:00 - 14.07.2022 13:00","106","N/A","74"
"14.07.2022 13:00 - 14.07.2022 14:00","127","N/A","88"
"14.07.2022 14:00 - 14.07.2022 15:00","133","N/A","83"
"14.07.2022 15:00 - 14.07.2022 16:00","110","N/A","70"
"14.07.2022 16:00 - 14.07.2022 17:00","78","N/A","60"
"14.07.2022 17:00 - 14.07.2022 18:00","48","N/A","49"
"14.07.2022 18:00 - 14.07.2022 19:00","24","N/A","29"
"14.07.2022 19:00 - 14.07.2022 20:00","9","N/A","11"
"14.07.2022 20:00 - 14.07.2022 21:00","1","N/A","1"
"14.07.2022 21:00 - 14.07.2022 22:00","0","N/A","0"
"14.07.2022 22:00 - 14.07.2022 23:00","0","N/A","0"
"14.07.2022 23:00 - 15.07.2022 00:00","0","N/A","0"
"15.07.2022 00:00 - 15.07.2022 01:00","0","N/A","0"
"15.07.2022 01:00 - 15.07.2022 02:00","0","N/A","0"
"15.07.2022 02:00 - 15.07.2022 03:00","0","N/A","0"
"15.07.2022 03:00 - 15.07.2022 04:00","0","N/A","0"
"15.07.2022 04:00 - 15.07.2022 05:00","0","N/A","0"
"15.07.2022 05:00 - 15.07.2022 06:00","1","N/A","1"
"15.07.2022 06:00 - 15.07.2022 07:00","7","N/A","7"
"15.07.2022 07:00 - 15.07.2022 08:00","23","N/A","21"
"15.07.2022 08:00 - 15.07.2022 09:00","50","N/A","47"
"15.07.2022 09:00 - 15.07.2022 10:00","79","N/A","79"
"15.07.2022 10:00 - 15.07.2022 11:00","91","N/A","90"
"15.07.2022 11:00 - 15.07.2022 12:00","98","N/A","96"
"15.07.2022 12:00 - 15.07.2022 13:00","100","N/A","100"
"15.07.2022 13:00 - 15.07.2022 14:00","105","N/A","105"
"15.07.2022 14:00 - 15.07.2022 15:00","97","N/A","95"
"15.07.2022 15:00 - 15.07.2022 16:00","62","N/A","61"
"15.07.2022 16:00 - 15.07.2022 17:00","45","N/A","43"
"15.07.2022 17:00 - 15.07.2022 18:00","33","N/A","32"
"15.07.2022 18:00 - 15.07.2022 19:00","18","N/A","17"
"15.07.2022 19:00 - 15.07.2022 20:00","6","N/A","7"
"15.07.2022 20:00 - 15.07.2022 21:00","1","N/A","1"
"15.07.2022 21:00 - 15.07.2022 22:00","0","N/A","0"
"15.07.2022 22:00 - 15.07.2022 23:00","0","N/A","0"
"15.07.2022 23:00 - 16.07.2022 00:00","0","N/A","0"
"16.07.2022 00:00 - 16.07.2022 01:00","0","N/A","0"
"16.07.2022 01:00 - 16.07.2022 02:00","0","N/A","0"
"16.07.2022 02:00 - 16.07.2022 03:00","0","N/A","0"
"16.07.2022 03:00 - 16.07.2022 04:00","0","N/A","0"
"16.07.2022 04:00 - 16.07.2022 05:00","0","N/A","0"
"16.07.2022 05:00 - 16.07.2022 06:00","1","N/A","1"
"16.07.2022 06:00 - 16.07.2022 07:00","5","N/A","7"
"16.07.2022 07:00 - 16.07.2022 08:00","14","N/A","22"
"16.07.2022 08:00 - 16.07.2022 09:00","31","N/A","48"
"16.07.2022 09:00 - 16.07.2022 10:00","56","N/A","79"
"16.07.2022 10:00 - 16.07.2022 11:00","78","N/A","99"
"16.07.2022 11:00 - 16.07.2022 12:00","99","N/A","117"
"16.07.2022 12:00 - 16.07.2022 13:00","117","N/A","138"
"16.07.2022 13:00 - 16.07.2022 14:00","143","N/A","161"
"16.07.2022 14:00 - 16.07.2022 15:00","131","N/A","151"
"16.07.2022 15:00 - 16.07.2022 16:00","95","N/A","121"
"16.07.2022 16:00 - 16.07.2022 17:00","63","N/A","81"
"16.07.2022 17:00 - 16.07.2022 18:00","37","N/A","50"
"16.07.2022 18:00 - 16.07.2022 19:00","18","N/A","24"
"16.07.2022 19:00 - 16.07.2022 20:00","5","N/A","8"
"16.07.2022 20:00 - 16.07.2022 21:00","1","N/A","1"
"16.07.2022 21:00 - 16.07.2022 22:00","0","N/A","0"
"16.07.2022 22:00 - 16.07.2022 23:00","0","N/A","0"
"16.07.2022 23:00 - 17.07.2022 00:00","0","N/A","0"
"17.07.2022 00:00 - 17.07.2022 01:00","0","N/A","0"
"17.07.2022 01:00 - 17.07.2022 02:00","0","N/A","0"
"17.07.2022 02:00 - 17.07.2022 03:00","0","N/A","0"
"17.07.2022 03:00 - 17.07.2022 04:00","0","N/A","0"
"17.07.2022 04:00 - 17.07.2022 05:00","0","N/A","0"
"17.07.2022 05:00 - 17.07.2022 06:00","1","N/A","1"
"17.07.2022 06:00 - 17.07.2022 07:00","7","N/A","7"
"17.07.2022 07:00 - 17.07.2022 08:00","26","N/A","25"
"17.07.2022 08:00 - 17.07.2022 09:00","53","N/A","51"
"17.07.2022 09:00 - 17.07.2022 10:00","84","N/A","81"
"17.07.2022 10:00 - 17.07.2022 11:00","106","N/A","104"
"17.07.2022 11:00 - 17.07.2022 12:00","124","N/A","125"
"17.07.2022 12:00 - 17.07.2022 13:00","147","N/A","150"
"17.07.2022 13:00 - 17.07.2022 14:00","169","N/A","166"
"17.07.2022 14:00 - 17.07.2022 15:00","159","N/A","152"
"17.07.2022 15:00 - 17.07.2022 16:00","132","N/A","129"
"17.07.2022 16:00 - 17.07.2022 17:00","97","N/A","96"
"17.07.2022 17:00 - 17.07.2022 18:00","66","N/A","66"
"17.07.2022 18:00 - 17.07.2022 19:00","34","N/A","34"
"17.07.2022 19:00 - 17.07.2022 20:00","11","N/A","11"
"17.07.2022 20:00 - 17.07.2022 21:00","1","N/A","1"
"17.07.2022 21:00 - 17.07.2022 22:00","0","N/A","0"
"17.07.2022 22:00 - 17.07.2022 23:00","0","N/A","0"
"17.07.2022 23:00 - 18.07.2022 00:00","0","N/A","0"
"18.07.2022 00:00 - 18.07.2022 01:00","0","N/A","0"
"18.07.2022 01:00 - 18.07.2022 02:00","0","N/A","0"
"18.07.2022 02:00 - 18.07.2022 03:00","0","N/A","0"
"18.07.2022 03:00 - 18.07.2022 04:00","0","N/A","0"
"18.07.2022 04:00 - 18.07.2022 05:00","0","N/A","0"
"18.07.2022 05:00 - 18.07.2022 06:00","1","N/A","1"
"18.07.2022 06:00 - 18.07.2022 07:00","9","N/A","12"
"18.07.2022 07:00 - 18.07.2022 08:00","29","N/A","43"
"18.07.2022 08:00 - 18.07.2022 09:00","60","N/A","85"
"18.07.2022 09:00 - 18.07.2022 10:00","94","N/A","129"
"18.07.2022 10:00 - 18.07.2022 11:00","114","N/A","164"
"18.07.2022 11:00 - 18.07.2022 12:00","134","N/A","198"
"18.07.2022 12:00 - 18.07.2022 13:00","145","N/A","212"
"18.07.2022 13:00 - 18.07.2022 14:00","159","N/A","208"
"18.07.2022 14:00 - 18.07.2022 15:00","144","N/A","187"
"18.07.2022 15:00 - 18.07.2022 16:00","118","N/A","178"
"18.07.2022 16:00 - 18.07.2022 17:00","94","N/A","142"
"18.07.2022 17:00 - 18.07.2022 18:00","65","N/A","91"
"18.07.2022 18:00 - 18.07.2022 19:00","32","N/A","45"
"18.07.2022 19:00 - 18.07.2022 20:00","10","N/A","14"
"18.07.2022 20:00 - 18.07.2022 21:00","1","N/A","1"
"18.07.2022 21:00 - 18.07.2022 22:00","0","N/A","0"
"18.07.2022 22:00 - 18.07.2022 23:00","0","N/A","0"
"18.07.2022 23:00 - 19.07.2022 00:00","0","N/A","0"
"19.07.2022 00:00 - 19.07.2022 01:00","0","N/A","0"
"19.07.2022 01:00 - 19.07.2022 02:00","0","N/A","0"
"19.07.2022 02:00 - 19.07.2022 03:00","0","N/A","0"
"19.07.2022 03:00 - 19.07.2022 04:00","0","N/A","0"
"19.07.2022 04:00 - 19.07.2022 05:00","0","N/A","0"
"19.07.2022 05:00 - 19.07.2022 06:00","1","N/A","1"
"19.07.2022 06:00 - 19.07.2022 07:00","13","N/A","13"
"19.07.2022 07:00 - 19.07.2022 08:00","45","N/A","45"
"19.07.2022 08:00 - 19.07.2022 09:00","88","N/A","88"
"19.07.2022 09:00 - 19.07.2022 10:00","132","N/A","133"
"19.07.2022 10:00 - 19.07.2022 11:00","167","N/A","168"
"19.07.2022 11:00 - 19.07.2022 12:00","194","N/A","194"
"19.07.2022 12:00 - 19.07.2022 13:00","208","N/A","208"
"19.07.2022 13:00 - 19.07.2022 14:00","205","N/A","206"
"19.07.2022 14:00 - 19.07.2022 15:00","183","N/A","185"
"19.07.2022 15:00 - 19.07.2022 16:00","171","N/A","174"
"19.07.2022 16:00 - 19.07.2022 17:00","139","N/A","141"
"19.07.2022 17:00 - 19.07.2022 18:00","91","N/A","92"
"19.07.2022 18:00 - 19.07.2022 19:00","46","N/A","46"
"19.07.2022 19:00 - 19.07.2022 20:00","14","N/A","14"
"19.07.2022 20:00 - 19.07.2022 21:00","1","N/A","1"
"19.07.2022 21:00 - 19.07.2022 22:00","0","N/A","0"
"19.07.2022 22:00 - 19.07.2022 23:00","0","N/A","0"
"19.07.2022 23:00 - 20.07.2022 00:00","0","N/A","0"
"20.07.2022 00:00 - 20.07.2022 01:00","0","N/A","0"
"20.07.2022 01:00 - 20.07.2022 02:00","0","N/A","0"
"20.07.2022 02:00 - 20.07.2022 03:00","0","N/A","0"
"20.07.2022 03:00 - 20.07.2022 04:00","0","N/A","0"
"20.07.2022 04:00 - 20.07.2022 05:00","0","N/A","0"
"20.07.2022 05:00 - 20.07.2022 06:00","1","N/A","1"
"20.07.2022 06:00 - 20.07.2022 07:00","12","N/A","13"
"20.07.2022 07:00 - 20.07.2022 08:00","42","N/A","44"
"20.07.2022 08:00 - 20.07.2022 09:00","83","N/A","88"
"20.07.2022 09:00 - 20.07.2022 10:00","124","N/A","131"
"20.07.2022 10:00 - 20.07.2022 11:00","156","N/A","165"
"20.07.2022 11:00 - 20.07.2022 12:00","181","N/A","190"
"20.07.2022 12:00 - 20.07.2022 13:00","195","N/A","205"
"20.07.2022 13:00 - 20.07.2022 14:00","191","N/A","201"
"20.07.2022 14:00 - 20.07.2022 15:00","168","N/A","178"
"20.07.2022 15:00 - 20.07.2022 16:00","154","N/A","163"
"20.07.2022 16:00 - 20.07.2022 17:00","128","N/A","136"
"20.07.2022 17:00 - 20.07.2022 18:00","82","N/A","87"
"20.07.2022 18:00 - 20.07.2022 19:00","42","N/A","45"
"20.07.2022 19:00 - 20.07.2022 20:00","12","N/A","13"
"20.07.2022 20:00 - 20.07.2022 21:00","1","N/A","1"
"20.07.2022 21:00 - 20.07.2022 22:00","0","N/A","0"
"20.07.2022 22:00 - 20.07.2022 23:00","0","N/A","0"
"20.07.2022 23:00 - 21.07.2022 00:00","0","N/A","0"
"21.07.2022 00:00 - 21.07.2022 01:00","0","N/A","0"
"21.07.2022 01:00 - 21.07.2022 02:00","0","N/A","0"
"21.07.2022 02:00 - 21.07.2022 03:00","0","N/A","0"
"21.07.2022 03:00 - 21.07.2022 04:00","0","N/A","0"
"21.07.2022 04:00 - 21.07.2022 05:00","0","N/A","0"
"21.07.2022 05:00 - 21.07.2022 06:00","1","N/A","1"
"21.07.2022 06:00 - 21.07.2022 07:00","13","N/A","12"
"21.07.2022 07:00 - 21.07.2022 08:00","44","N/A","43"
"21.07.2022 08:00 - 21.07.2022 09:00","87","N/A","86"
"21.07.2022 09:00 - 21.07.2022 10:00","127","N/A","130"
"21.07.2022 10:00 - 21.07.2022 11:00","159","N/A","164"
"21.07.2022 11:00 - 21.07.2022 12:00","184","N/A","189"
"21.07.2022 12:00 - 21.07.2022 13:00","201","N/A","204"
"21.07.2022 13:00 - 21.07.2022 14:00","199","N/A","199"
"21.07.2022 14:00 - 21.07.2022 15:00","175","N/A","175"
"21.07.2022 15:00 - 21.07.2022 16:00","159","N/A","157"
"21.07.2022 16:00 - 21.07.2022 17:00","133","N/A","133"
"21.07.2022 17:00 - 21.07.2022 18:00","85","N/A","85"
"21.07.2022 18:00 - 21.07.2022 19:00","43","N/A","43"
"21.07.2022 19:00 - 21.07.2022 20:00","13","N/A","13"
"21.07.2022 20:00 - 21.07.2022 21:00","1","N/A","1"
"21.07.2022 21:00 - 21.07.2022 22:00","0","N/A","0"
"21.07.2022 22:00 - 21.07.2022 23:00","0","N/A","0"
"21.07.2022 23:00 - 22.07.2022 00:00","0","N/A","0"
"22.07.2022 00:00 - 22.07.2022 01:00","0","N/A","0"
"22.07.2022 01:00 - 22.07.2022 02:00","0","N/A","0"
"22.07.2022 02:00 - 22.07.2022 03:00","0","N/A","0"
"22.07.2022 03:00 - 22.07.2022 04:00","0","N/A","0"
"22.07.2022 04:00 - 22.07.2022 05:00","0","N/A","0"
"22.07.2022 05:00 - 22.07.2022 06:00","1","N/A","1"
"22.07.2022 06:00 - 22.07.2022 07:00","10","N/A","10"
"22.07.2022 07:00 - 22.07.2022 08:00","35","N/A","34"
"22.07.2022 08:00 - 22.07.2022 09:00","74","N/A","72"
"22.07.2022 09:00 - 22.07.2022 10:00","111","N/A","109"
"22.07.2022 10:00 - 22.07.2022 11:00","140","N/A","138"
"22.07.2022 11:00 - 22.07.2022 12:00","158","N/A","158"
"22.07.2022 12:00 - 22.07.2022 13:00","169","N/A","167"
"22.07.2022 13:00 - 22.07.2022 14:00","171","N/A","170"
"22.07.2022 14:00 - 22.07.2022 15:00","161","N/A","162"
"22.07.2022 15:00 - 22.07.2022 16:00","148","N/A","147"
"22.07.2022 16:00 - 22.07.2022 17:00","126","N/A","125"
"22.07.2022 17:00 - 22.07.2022 18:00","83","N/A","83"
"22.07.2022 18:00 - 22.07.2022 19:00","43","N/A","43"
"22.07.2022 19:00 - 22.07.2022 20:00","12","N/A","12"
"22.07.2022 20:00 - 22.07.2022 21:00","1","N/A","1"
"22.07.2022 21:00 - 22.07.2022 22:00","0","N/A","0"
"22.07.2022 22:00 - 22.07.2022 23:00","0","N/A","0"
"22.07.2022 23:00 - 23.07.2022 00:00","0","N/A","0"
"23.07.2022 00:00 - 23.07.2022 01:00","0","N/A","0"
"23.07.2022 01:00 - 23.07.2022 02:00","0","N/A","0"
"23.07.2022 02:00 - 23.07.2022 03:00","0","N/A","0"
"23.07.2022 03:00 - 23.07.2022 04:00","0","N/A","0"
"23.07.2022 04:00 - 23.07.2022 05:00","0","N/A","0"
"23.07.2022 05:00 - 23.07.2022 06:00","1","N/A","1"
"23.07.2022 06:00 - 23.07.2022 07:00","9","N/A","9"
"23.07.2022 07:00 - 23.07.2022 08:00","30","N/A","30"
"23.07.2022 08:00 - 23.07.2022 09:00","61","N/A","61"
"23.07.2022 09:00 - 23.07.2022 10:00","91","N/A","89"
"23.07.2022 10:00 - 23.07.2022 11:00","124","N/A","115"
"23.07.2022 11:00 - 23.07.2022 12:00","143","N/A","143"
"23.07.2022 12:00 - 23.07.2022 13:00","151","N/A","150"
"23.07.2022 13:00 - 23.07.2022 14:00","151","N/A","152"
"23.07.2022 14:00 - 23.07.2022 15:00","139","N/A","139"
"23.07.2022 15:00 - 23.07.2022 16:00","116","N/A","110"
"23.07.2022 16:00 - 23.07.2022 17:00","87","N/A","81"
"23.07.2022 17:00 - 23.07.2022 18:00","57","N/A","58"
"23.07.2022 18:00 - 23.07.2022 19:00","31","N/A","32"
"23.07.2022 19:00 - 23.07.2022 20:00","9","N/A","9"
"23.07.2022 20:00 - 23.07.2022 21:00","1","N/A","1"
"23.07.2022 21:00 - 23.07.2022 22:00","0","N/A","0"
"23.07.2022 22:00 - 23.07.2022 23:00","0","N/A","0"
"23.07.2022 23:00 - 24.07.2022 00:00","0","N/A","0"
"24.07.2022 00:00 - 24.07.2022 01:00","0","N/A","0"
"24.07.2022 01:00 - 24.07.2022 02:00","0","N/A","0"
"24.07.2022 02:00 - 24.07.2022 03:00","0","N/A","0"
"24.07.2022 03:00 - 24.07.2022 04:00","0","N/A","0"
"24.07.2022 04:00 - 24.07.2022 05:00","0","N/A","0"
"24.07.2022 05:00 - 24.07.2022 06:00","1","N/A","1"
"24.07.2022 06:00 - 24.07.2022 07:00","3","N/A","6"
"24.07.2022 07:00 - 24.07.2022 08:00","10","N/A","22"
"24.07.2022 08:00 - 24.07.2022 09:00","28","N/A","53"
"24.07.2022 09:00 - 24.07.2022 10:00","49","N/A","90"
"24.07.2022 10:00 - 24.07.2022 11:00","74","N/A","111"
"24.07.2022 11:00 - 24.07.2022 12:00","90","N/A","113"
"24.07.2022 12:00 - 24.07.2022 13:00","102","N/A","117"
"24.07.2022 13:00 - 24.07.2022 14:00","115","N/A","114"
"24.07.2022 14:00 - 24.07.2022 15:00","114","N/A","107"
"24.07.2022 15:00 - 24.07.2022 16:00","106","N/A","104"
"24.07.2022 16:00 - 24.07.2022 17:00","95","N/A","98"
"24.07.2022 17:00 - 24.07.2022 18:00","70","N/A","69"
"24.07.2022 18:00 - 24.07.2022 19:00","37","N/A","36"
"24.07.2022 19:00 - 24.07.2022 20:00","10","N/A","9"
"24.07.2022 20:00 - 24.07.2022 21:00","1","N/A","1"
"24.07.2022 21:00 - 24.07.2022 22:00","0","N/A","0"
"24.07.2022 22:00 - 24.07.2022 23:00","0","N/A","0"
"24.07.2022 23:00 - 25.07.2022 00:00","0","N/A","0"
"25.07.2022 00:00 - 25.07.2022 01:00","0","N/A","0"
"25.07.2022 01:00 - 25.07.2022 02:00","0","N/A","0"
"25.07.2022 02:00 - 25.07.2022 03:00","0","N/A","0"
"25.07.2022 03:00 - 25.07.2022 04:00","0","N/A","0"
"25.07.2022 04:00 - 25.07.2022 05:00","0","N/A","0"
"25.07.2022 05:00 - 25.07.2022 06:00","1","N/A","1"
"25.07.2022 06:00 - 25.07.2022 07:00","9","N/A","9"
"25.07.2022 07:00 - 25.07.2022 08:00","34","N/A","34"
"25.07.2022 08:00 - 25.07.2022 09:00","71","N/A","72"
"25.07.2022 09:00 - 25.07.2022 10:00","106","N/A","107"
"25.07.2022 10:00 - 25.07.2022 11:00","132","N/A","133"
"25.07.2022 11:00 - 25.07.2022 12:00","147","N/A","148"
"25.07.2022 12:00 - 25.07.2022 13:00","155","N/A","157"
"25.07.2022 13:00 - 25.07.2022 14:00","154","N/A","157"
"25.07.2022 14:00 - 25.07.2022 15:00","147","N/A","149"
"25.07.2022 15:00 - 25.07.2022 16:00","134","N/A","134"
"25.07.2022 16:00 - 25.07.2022 17:00","108","N/A","109"
"25.07.2022 17:00 - 25.07.2022 18:00","76","N/A","76"
"25.07.2022 18:00 - 25.07.2022 19:00","38","N/A","38"
"25.07.2022 19:00 - 25.07.2022 20:00","9","N/A","9"
"25.07.2022 20:00 - 25.07.2022 21:00","1","N/A","1"
"25.07.2022 21:00 - 25.07.2022 22:00","0","N/A","0"
"25.07.2022 22:00 - 25.07.2022 23:00","0","N/A","0"
"25.07.2022 23:00 - 26.07.2022 00:00","0","N/A","0"
"26.07.2022 00:00 - 26.07.2022 01:00","0","N/A","0"
"26.07.2022 01:00 - 26.07.2022 02:00","0","N/A","0"
"26.07.2022 02:00 - 26.07.2022 03:00","0","N/A","0"
"26.07.2022 03:00 - 26.07.2022 04:00","0","N/A","0"
"26.07.2022 04:00 - 26.07.2022 05:00","0","N/A","0"
"26.07.2022 05:00 - 26.07.2022 06:00","1","N/A","1"
"26.07.2022 06:00 - 26.07.2022 07:00","5","N/A","4"
"26.07.2022 07:00 - 26.07.2022 08:00","16","N/A","14"
"26.07.2022 08:00 - 26.07.2022 09:00","30","N/A","27"
"26.07.2022 09:00 - 26.07.2022 10:00","36","N/A","32"
"26.07.2022 10:00 - 26.07.2022 11:00","33","N/A","33"
"26.07.2022 11:00 - 26.07.2022 12:00","33","N/A","43"
"26.07.2022 12:00 - 26.07.2022 13:00","47","N/A","62"
"26.07.2022 13:00 - 26.07.2022 14:00","60","N/A","78"
"26.07.2022 14:00 - 26.07.2022 15:00","63","N/A","91"
"26.07.2022 15:00 - 26.07.2022 16:00","71","N/A","105"
"26.07.2022 16:00 - 26.07.2022 17:00","73","N/A","96"
"26.07.2022 17:00 - 26.07.2022 18:00","60","N/A","69"
"26.07.2022 18:00 - 26.07.2022 19:00","33","N/A","32"
"26.07.2022 19:00 - 26.07.2022 20:00","8","N/A","8"
"26.07.2022 20:00 - 26.07.2022 21:00","1","N/A","1"
"26.07.2022 21:00 - 26.07.2022 22:00","0","N/A","0"
"26.07.2022 22:00 - 26.07.2022 23:00","0","N/A","0"
"26.07.2022 23:00 - 27.07.2022 00:00","0","N/A","0"
"27.07.2022 00:00 - 27.07.2022 01:00","0","N/A","0"
"27.07.2022 01:00 - 27.07.2022 02:00","0","N/A","0"
"27.07.2022 02:00 - 27.07.2022 03:00","0","N/A","0"
"27.07.2022 03:00 - 27.07.2022 04:00","0","N/A","0"
"27.07.2022 04:00 - 27.07.2022 05:00","0","N/A","0"
"27.07.2022 05:00 - 27.07.2022 06:00","0","N/A","0"
"27.07.2022 06:00 - 27.07.2022 07:00","4","N/A","5"
"27.07.2022 07:00 - 27.07.2022 08:00","15","N/A","18"
"27.07.2022 08:00 - 27.07.2022 09:00","33","N/A","39"
"27.07.2022 09:00 - 27.07.2022 10:00","53","N/A","58"
"27.07.2022 10:00 - 27.07.2022 11:00","68","N/A","73"
"27.07.2022 11:00 - 27.07.2022 12:00","81","N/A","93"
"27.07.2022 12:00 - 27.07.2022 13:00","94","N/A","103"
"27.07.2022 13:00 - 27.07.2022 14:00","102","N/A","105"
"27.07.2022 14:00 - 27.07.2022 15:00","99","N/A","111"
"27.07.2022 15:00 - 27.07.2022 16:00","92","N/A","106"
"27.07.2022 16:00 - 27.07.2022 17:00","78","N/A","86"
"27.07.2022 17:00 - 27.07.2022 18:00","56","N/A","59"
"27.07.2022 18:00 - 27.07.2022 19:00","26","N/A","28"
"27.07.2022 19:00 - 27.07.2022 20:00","5","N/A","6"
"27.07.2022 20:00 - 27.07.2022 21:00","1","N/A","1"
"27.07.2022 21:00 - 27.07.2022 22:00","0","N/A","0"
"27.07.2022 22:00 - 27.07.2022 23:00","0","N/A","0"
"27.07.2022 23:00 - 28.07.2022 00:00","0","N/A","0"
"28.07.2022 00:00 - 28.07.2022 01:00","0","N/A","0"
"28.07.2022 01:00 - 28.07.2022 02:00","0","N/A","0"
"28.07.2022 02:00 - 28.07.2022 03:00","0","N/A","0"
"28.07.2022 03:00 - 28.07.2022 04:00","0","N/A","0"
"28.07.2022 04:00 - 28.07.2022 05:00","0","N/A","0"
"28.07.2022 05:00 - 28.07.2022 06:00","0","N/A","0"
"28.07.2022 06:00 - 28.07.2022 07:00","6","N/A","7"
"28.07.2022 07:00 - 28.07.2022 08:00","25","N/A","29"
"28.07.2022 08:00 - 28.07.2022 09:00","51","N/A","64"
"28.07.2022 09:00 - 28.07.2022 10:00","70","N/A","94"
"28.07.2022 10:00 - 28.07.2022 11:00","85","N/A","106"
"28.07.2022 11:00 - 28.07.2022 12:00","99","N/A","108"
"28.07.2022 12:00 - 28.07.2022 13:00","114","N/A","113"
"28.07.2022 13:00 - 28.07.2022 14:00","121","N/A","116"
"28.07.2022 14:00 - 28.07.2022 15:00","124","N/A","118"
"28.07.2022 15:00 - 28.07.2022 16:00","116","N/A","115"
"28.07.2022 16:00 - 28.07.2022 17:00","95","N/A","98"
"28.07.2022 17:00 - 28.07.2022 18:00","67","N/A","69"
"28.07.2022 18:00 - 28.07.2022 19:00","33","N/A","33"
"28.07.2022 19:00 - 28.07.2022 20:00","7","N/A","7"
"28.07.2022 20:00 - 28.07.2022 21:00","1","N/A","1"
"28.07.2022 21:00 - 28.07.2022 22:00","0","N/A","0"
"28.07.2022 22:00 - 28.07.2022 23:00","0","N/A","0"
"28.07.2022 23:00 - 29.07.2022 00:00","0","N/A","0"
"29.07.2022 00:00 - 29.07.2022 01:00","0","N/A","0"
"29.07.2022 01:00 - 29.07.2022 02:00","0","N/A","0"
"29.07.2022 02:00 - 29.07.2022 03:00","0","N/A","0"
"29.07.2022 03:00 - 29.07.2022 04:00","0","N/A","0"
"29.07.2022 04:00 - 29.07.2022 05:00","0","N/A","0"
"29.07.2022 05:00 - 29.07.2022 06:00","0","N/A","0"
"29.07.2022 06:00 - 29.07.2022 07:00","9","N/A","7"
"29.07.2022 07:00 - 29.07.2022 08:00","32","N/A","29"
"29.07.2022 08:00 - 29.07.2022 09:00","66","N/A","58"
"29.07.2022 09:00 - 29.07.2022 10:00","103","N/A","80"
"29.07.2022 10:00 - 29.07.2022 11:00","121","N/A","97"
"29.07.2022 11:00 - 29.07.2022 12:00","122","N/A","114"
"29.07.2022 12:00 - 29.07.2022 13:00","124","N/A","128"
"29.07.2022 13:00 - 29.07.2022 14:00","116","N/A","122"
"29.07.2022 14:00 - 29.07.2022 15:00","110","N/A","109"
"29.07.2022 15:00 - 29.07.2022 16:00","91","N/A","88"
"29.07.2022 16:00 - 29.07.2022 17:00","66","N/A","68"
"29.07.2022 17:00 - 29.07.2022 18:00","43","N/A","43"
"29.07.2022 18:00 - 29.07.2022 19:00","20","N/A","21"
"29.07.2022 19:00 - 29.07.2022 20:00","5","N/A","5"
"29.07.2022 20:00 - 29.07.2022 21:00","1","N/A","0"
"29.07.2022 21:00 - 29.07.2022 22:00","0","N/A","0"
"29.07.2022 22:00 - 29.07.2022 23:00","0","N/A","0"
"29.07.2022 23:00 - 30.07.2022 00:00","0","N/A","0"
"30.07.2022 00:00 - 30.07.2022 01:00","0","N/A","0"
"30.07.2022 01:00 - 30.07.2022 02:00","0","N/A","0"
"30.07.2022 02:00 - 30.07.2022 03:00","0","N/A","0"
"30.07.2022 03:00 - 30.07.2022 04:00","0","N/A","0"
"30.07.2022 04:00 - 30.07.2022 05:00","0","N/A","0"
"30.07.2022 05:00 - 30.07.2022 06:00","0","N/A","0"
"30.07.2022 06:00 - 30.07.2022 07:00","2","N/A","2"
"30.07.2022 07:00 - 30.07.2022 08:00","6","N/A","8"
"30.07.2022 08:00 - 30.07.2022 09:00","14","N/A","22"
"30.07.2022 09:00 - 30.07.2022 10:00","26","N/A","40"
"30.07.2022 10:00 - 30.07.2022 11:00","41","N/A","58"
"30.07.2022 11:00 - 30.07.2022 12:00","64","N/A","73"
"30.07.2022 12:00 - 30.07.2022 13:00","88","N/A","100"
"30.07.2022 13:00 - 30.07.2022 14:00","106","N/A","119"
"30.07.2022 14:00 - 30.07.2022 15:00","124","N/A","129"
"30.07.2022 15:00 - 30.07.2022 16:00","117","N/A","119"
"30.07.2022 16:00 - 30.07.2022 17:00","101","N/A","98"
"30.07.2022 17:00 - 30.07.2022 18:00","67","N/A","72"
"30.07.2022 18:00 - 30.07.2022 19:00","34","N/A","36"
"30.07.2022 19:00 - 30.07.2022 20:00","8","N/A","8"
"30.07.2022 20:00 - 30.07.2022 21:00","1","N/A","1"
"30.07.2022 21:00 - 30.07.2022 22:00","0","N/A","0"
"30.07.2022 22:00 - 30.07.2022 23:00","0","N/A","0"
"30.07.2022 23:00 - 31.07.2022 00:00","0","N/A","0"
"31.07.2022 00:00 - 31.07.2022 01:00","0","N/A","0"
"31.07.2022 01:00 - 31.07.2022 02:00","0","N/A","0"
