"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Intraday Period (CET/CEST)","Energy Price (EUR/MWh)"
"12/01/2022 13:00:00 - 12/01/2022 14:00:00","BZN|HU","Without sequence","232.08","",""
"12/01/2022 14:00:00 - 12/01/2022 15:00:00","BZN|HU","Without sequence","234.77","",""
"12/01/2022 15:00:00 - 12/01/2022 16:00:00","BZN|HU","Without sequence","240.01","",""
"12/01/2022 16:00:00 - 12/01/2022 17:00:00","BZN|HU","Without sequence","255.0","",""
"12/01/2022 17:00:00 - 12/01/2022 18:00:00","BZN|HU","Without sequence","284.82","",""
"12/01/2022 18:00:00 - 12/01/2022 19:00:00","BZN|HU","Without sequence","285.97","",""
"12/01/2022 19:00:00 - 12/01/2022 20:00:00","BZN|HU","Without sequence","269.03","",""
"12/01/2022 20:00:00 - 12/01/2022 21:00:00","BZN|HU","Without sequence","239.93","",""
"12/01/2022 21:00:00 - 12/01/2022 22:00:00","BZN|HU","Without sequence","200.08","",""
"12/01/2022 22:00:00 - 12/01/2022 23:00:00","BZN|HU","Without sequence","198.47","",""
"12/01/2022 23:00:00 - 13/01/2022 00:00:00","BZN|HU","Without sequence","180.06","",""
"13/01/2022 00:00:00 - 13/01/2022 01:00:00","BZN|HU","Without sequence","177.34","",""
"13/01/2022 01:00:00 - 13/01/2022 02:00:00","BZN|HU","Without sequence","169.1","",""
"13/01/2022 02:00:00 - 13/01/2022 03:00:00","BZN|HU","Without sequence","163.12","",""
"13/01/2022 03:00:00 - 13/01/2022 04:00:00","BZN|HU","Without sequence","160.1","",""
"13/01/2022 04:00:00 - 13/01/2022 05:00:00","BZN|HU","Without sequence","162.52","",""
"13/01/2022 05:00:00 - 13/01/2022 06:00:00","BZN|HU","Without sequence","198.24","",""
"13/01/2022 06:00:00 - 13/01/2022 07:00:00","BZN|HU","Without sequence","232.79","",""
"13/01/2022 07:00:00 - 13/01/2022 08:00:00","BZN|HU","Without sequence","285.93","",""
"13/01/2022 08:00:00 - 13/01/2022 09:00:00","BZN|HU","Without sequence","289.37","",""
"13/01/2022 09:00:00 - 13/01/2022 10:00:00","BZN|HU","Without sequence","262.26","",""
"13/01/2022 10:00:00 - 13/01/2022 11:00:00","BZN|HU","Without sequence","237.09","",""
"13/01/2022 11:00:00 - 13/01/2022 12:00:00","BZN|HU","Without sequence","228.01","",""
"13/01/2022 12:00:00 - 13/01/2022 13:00:00","BZN|HU","Without sequence","200.19","",""
"13/01/2022 13:00:00 - 13/01/2022 14:00:00","BZN|HU","Without sequence","207.41","",""
"13/01/2022 14:00:00 - 13/01/2022 15:00:00","BZN|HU","Without sequence","226.96","",""
"13/01/2022 15:00:00 - 13/01/2022 16:00:00","BZN|HU","Without sequence","247.71","",""
"13/01/2022 16:00:00 - 13/01/2022 17:00:00","BZN|HU","Without sequence","266.88","",""
"13/01/2022 17:00:00 - 13/01/2022 18:00:00","BZN|HU","Without sequence","288.42","",""
"13/01/2022 18:00:00 - 13/01/2022 19:00:00","BZN|HU","Without sequence","278.9","",""
"13/01/2022 19:00:00 - 13/01/2022 20:00:00","BZN|HU","Without sequence","262.95","",""
"13/01/2022 20:00:00 - 13/01/2022 21:00:00","BZN|HU","Without sequence","212.15","",""
"13/01/2022 21:00:00 - 13/01/2022 22:00:00","BZN|HU","Without sequence","186.24","",""
"13/01/2022 22:00:00 - 13/01/2022 23:00:00","BZN|HU","Without sequence","178.77","",""
"13/01/2022 23:00:00 - 14/01/2022 00:00:00","BZN|HU","Without sequence","146.37","",""
"14/01/2022 00:00:00 - 14/01/2022 01:00:00","BZN|HU","Without sequence","150.09","",""
"14/01/2022 01:00:00 - 14/01/2022 02:00:00","BZN|HU","Without sequence","165.0","",""
"14/01/2022 02:00:00 - 14/01/2022 03:00:00","BZN|HU","Without sequence","160.09","",""
"14/01/2022 03:00:00 - 14/01/2022 04:00:00","BZN|HU","Without sequence","160.05","",""
"14/01/2022 04:00:00 - 14/01/2022 05:00:00","BZN|HU","Without sequence","164.67","",""
"14/01/2022 05:00:00 - 14/01/2022 06:00:00","BZN|HU","Without sequence","156.67","",""
"14/01/2022 06:00:00 - 14/01/2022 07:00:00","BZN|HU","Without sequence","219.58","",""
"14/01/2022 07:00:00 - 14/01/2022 08:00:00","BZN|HU","Without sequence","261.78","",""
"14/01/2022 08:00:00 - 14/01/2022 09:00:00","BZN|HU","Without sequence","269.67","",""
"14/01/2022 09:00:00 - 14/01/2022 10:00:00","BZN|HU","Without sequence","230.0","",""
"14/01/2022 10:00:00 - 14/01/2022 11:00:00","BZN|HU","Without sequence","196.32","",""
"14/01/2022 11:00:00 - 14/01/2022 12:00:00","BZN|HU","Without sequence","188.71","",""
"14/01/2022 12:00:00 - 14/01/2022 13:00:00","BZN|HU","Without sequence","181.14","",""
"14/01/2022 13:00:00 - 14/01/2022 14:00:00","BZN|HU","Without sequence","172.04","",""
"14/01/2022 14:00:00 - 14/01/2022 15:00:00","BZN|HU","Without sequence","194.01","",""
"14/01/2022 15:00:00 - 14/01/2022 16:00:00","BZN|HU","Without sequence","241.56","",""
"14/01/2022 16:00:00 - 14/01/2022 17:00:00","BZN|HU","Without sequence","257.09","",""
"14/01/2022 17:00:00 - 14/01/2022 18:00:00","BZN|HU","Without sequence","267.59","",""
"14/01/2022 18:00:00 - 14/01/2022 19:00:00","BZN|HU","Without sequence","265.47","",""
"14/01/2022 19:00:00 - 14/01/2022 20:00:00","BZN|HU","Without sequence","243.35","",""
"14/01/2022 20:00:00 - 14/01/2022 21:00:00","BZN|HU","Without sequence","221.76","",""
"14/01/2022 21:00:00 - 14/01/2022 22:00:00","BZN|HU","Without sequence","209.96","",""
"14/01/2022 22:00:00 - 14/01/2022 23:00:00","BZN|HU","Without sequence","199.76","",""
"14/01/2022 23:00:00 - 15/01/2022 00:00:00","BZN|HU","Without sequence","190.05","",""
"15/01/2022 00:00:00 - 15/01/2022 01:00:00","BZN|HU","Without sequence","221.75","",""
"15/01/2022 01:00:00 - 15/01/2022 02:00:00","BZN|HU","Without sequence","177.91","",""
"15/01/2022 02:00:00 - 15/01/2022 03:00:00","BZN|HU","Without sequence","186.01","",""
"15/01/2022 03:00:00 - 15/01/2022 04:00:00","BZN|HU","Without sequence","182.64","",""
"15/01/2022 04:00:00 - 15/01/2022 05:00:00","BZN|HU","Without sequence","187.83","",""
"15/01/2022 05:00:00 - 15/01/2022 06:00:00","BZN|HU","Without sequence","190.58","",""
"15/01/2022 06:00:00 - 15/01/2022 07:00:00","BZN|HU","Without sequence","190.27","",""
"15/01/2022 07:00:00 - 15/01/2022 08:00:00","BZN|HU","Without sequence","207.11","",""
"15/01/2022 08:00:00 - 15/01/2022 09:00:00","BZN|HU","Without sequence","215.34","",""
"15/01/2022 09:00:00 - 15/01/2022 10:00:00","BZN|HU","Without sequence","230.0","",""
"15/01/2022 10:00:00 - 15/01/2022 11:00:00","BZN|HU","Without sequence","222.39","",""
"15/01/2022 11:00:00 - 15/01/2022 12:00:00","BZN|HU","Without sequence","214.92","",""
"15/01/2022 12:00:00 - 15/01/2022 13:00:00","BZN|HU","Without sequence","208.43","",""
"15/01/2022 13:00:00 - 15/01/2022 14:00:00","BZN|HU","Without sequence","200.0","",""
"15/01/2022 14:00:00 - 15/01/2022 15:00:00","BZN|HU","Without sequence","203.09","",""
"15/01/2022 15:00:00 - 15/01/2022 16:00:00","BZN|HU","Without sequence","213.98","",""
"15/01/2022 16:00:00 - 15/01/2022 17:00:00","BZN|HU","Without sequence","226.32","",""
"15/01/2022 17:00:00 - 15/01/2022 18:00:00","BZN|HU","Without sequence","260.0","",""
"15/01/2022 18:00:00 - 15/01/2022 19:00:00","BZN|HU","Without sequence","267.03","",""
"15/01/2022 19:00:00 - 15/01/2022 20:00:00","BZN|HU","Without sequence","261.41","",""
"15/01/2022 20:00:00 - 15/01/2022 21:00:00","BZN|HU","Without sequence","243.62","",""
"15/01/2022 21:00:00 - 15/01/2022 22:00:00","BZN|HU","Without sequence","221.96","",""
"15/01/2022 22:00:00 - 15/01/2022 23:00:00","BZN|HU","Without sequence","214.99","",""
"15/01/2022 23:00:00 - 16/01/2022 00:00:00","BZN|HU","Without sequence","209.41","",""
"16/01/2022 00:00:00 - 16/01/2022 01:00:00","BZN|HU","Without sequence","225.92","",""
"16/01/2022 01:00:00 - 16/01/2022 02:00:00","BZN|HU","Without sequence","216.0","",""
"16/01/2022 02:00:00 - 16/01/2022 03:00:00","BZN|HU","Without sequence","192.68","",""
"16/01/2022 03:00:00 - 16/01/2022 04:00:00","BZN|HU","Without sequence","186.61","",""
"16/01/2022 04:00:00 - 16/01/2022 05:00:00","BZN|HU","Without sequence","177.04","",""
"16/01/2022 05:00:00 - 16/01/2022 06:00:00","BZN|HU","Without sequence","172.26","",""
"16/01/2022 06:00:00 - 16/01/2022 07:00:00","BZN|HU","Without sequence","175.01","",""
"16/01/2022 07:00:00 - 16/01/2022 08:00:00","BZN|HU","Without sequence","191.9","",""
"16/01/2022 08:00:00 - 16/01/2022 09:00:00","BZN|HU","Without sequence","200.0","",""
"16/01/2022 09:00:00 - 16/01/2022 10:00:00","BZN|HU","Without sequence","204.86","",""
"16/01/2022 10:00:00 - 16/01/2022 11:00:00","BZN|HU","Without sequence","204.5","",""
"16/01/2022 11:00:00 - 16/01/2022 12:00:00","BZN|HU","Without sequence","204.43","",""
"16/01/2022 12:00:00 - 16/01/2022 13:00:00","BZN|HU","Without sequence","198.1","",""
"16/01/2022 13:00:00 - 16/01/2022 14:00:00","BZN|HU","Without sequence","188.61","",""
"16/01/2022 14:00:00 - 16/01/2022 15:00:00","BZN|HU","Without sequence","191.9","",""
"16/01/2022 15:00:00 - 16/01/2022 16:00:00","BZN|HU","Without sequence","230.19","",""
"16/01/2022 16:00:00 - 16/01/2022 17:00:00","BZN|HU","Without sequence","249.26","",""
"16/01/2022 17:00:00 - 16/01/2022 18:00:00","BZN|HU","Without sequence","269.64","",""
"16/01/2022 18:00:00 - 16/01/2022 19:00:00","BZN|HU","Without sequence","269.98","",""
"16/01/2022 19:00:00 - 16/01/2022 20:00:00","BZN|HU","Without sequence","267.55","",""
"16/01/2022 20:00:00 - 16/01/2022 21:00:00","BZN|HU","Without sequence","254.9","",""
"16/01/2022 21:00:00 - 16/01/2022 22:00:00","BZN|HU","Without sequence","209.49","",""
"16/01/2022 22:00:00 - 16/01/2022 23:00:00","BZN|HU","Without sequence","178.59","",""
"16/01/2022 23:00:00 - 17/01/2022 00:00:00","BZN|HU","Without sequence","162.52","",""
"17/01/2022 00:00:00 - 17/01/2022 01:00:00","BZN|HU","Without sequence","128.58","",""
"17/01/2022 01:00:00 - 17/01/2022 02:00:00","BZN|HU","Without sequence","123.83","",""
"17/01/2022 02:00:00 - 17/01/2022 03:00:00","BZN|HU","Without sequence","113.0","",""
"17/01/2022 03:00:00 - 17/01/2022 04:00:00","BZN|HU","Without sequence","121.02","",""
"17/01/2022 04:00:00 - 17/01/2022 05:00:00","BZN|HU","Without sequence","130.91","",""
"17/01/2022 05:00:00 - 17/01/2022 06:00:00","BZN|HU","Without sequence","141.19","",""
"17/01/2022 06:00:00 - 17/01/2022 07:00:00","BZN|HU","Without sequence","251.59","",""
"17/01/2022 07:00:00 - 17/01/2022 08:00:00","BZN|HU","Without sequence","291.18","",""
"17/01/2022 08:00:00 - 17/01/2022 09:00:00","BZN|HU","Without sequence","294.95","",""
"17/01/2022 09:00:00 - 17/01/2022 10:00:00","BZN|HU","Without sequence","274.51","",""
"17/01/2022 10:00:00 - 17/01/2022 11:00:00","BZN|HU","Without sequence","224.47","",""
"17/01/2022 11:00:00 - 17/01/2022 12:00:00","BZN|HU","Without sequence","216.94","",""
"17/01/2022 12:00:00 - 17/01/2022 13:00:00","BZN|HU","Without sequence","215.0","",""
"17/01/2022 13:00:00 - 17/01/2022 14:00:00","BZN|HU","Without sequence","201.69","",""
"17/01/2022 14:00:00 - 17/01/2022 15:00:00","BZN|HU","Without sequence","217.1","",""
"17/01/2022 15:00:00 - 17/01/2022 16:00:00","BZN|HU","Without sequence","222.58","",""
"17/01/2022 16:00:00 - 17/01/2022 17:00:00","BZN|HU","Without sequence","260.03","",""
"17/01/2022 17:00:00 - 17/01/2022 18:00:00","BZN|HU","Without sequence","258.65","",""
"17/01/2022 18:00:00 - 17/01/2022 19:00:00","BZN|HU","Without sequence","265.2","",""
"17/01/2022 19:00:00 - 17/01/2022 20:00:00","BZN|HU","Without sequence","248.92","",""
"17/01/2022 20:00:00 - 17/01/2022 21:00:00","BZN|HU","Without sequence","233.69","",""
"17/01/2022 21:00:00 - 17/01/2022 22:00:00","BZN|HU","Without sequence","224.95","",""
"17/01/2022 22:00:00 - 17/01/2022 23:00:00","BZN|HU","Without sequence","217.47","",""
"17/01/2022 23:00:00 - 18/01/2022 00:00:00","BZN|HU","Without sequence","193.46","",""
"18/01/2022 00:00:00 - 18/01/2022 01:00:00","BZN|HU","Without sequence","194.39","",""
"18/01/2022 01:00:00 - 18/01/2022 02:00:00","BZN|HU","Without sequence","195.06","",""
"18/01/2022 02:00:00 - 18/01/2022 03:00:00","BZN|HU","Without sequence","184.74","",""
"18/01/2022 03:00:00 - 18/01/2022 04:00:00","BZN|HU","Without sequence","188.09","",""
"18/01/2022 04:00:00 - 18/01/2022 05:00:00","BZN|HU","Without sequence","193.99","",""
"18/01/2022 05:00:00 - 18/01/2022 06:00:00","BZN|HU","Without sequence","205.07","",""
"18/01/2022 06:00:00 - 18/01/2022 07:00:00","BZN|HU","Without sequence","229.1","",""
"18/01/2022 07:00:00 - 18/01/2022 08:00:00","BZN|HU","Without sequence","273.71","",""
"18/01/2022 08:00:00 - 18/01/2022 09:00:00","BZN|HU","Without sequence","294.4","",""
"18/01/2022 09:00:00 - 18/01/2022 10:00:00","BZN|HU","Without sequence","290.64","",""
"18/01/2022 10:00:00 - 18/01/2022 11:00:00","BZN|HU","Without sequence","275.4","",""
"18/01/2022 11:00:00 - 18/01/2022 12:00:00","BZN|HU","Without sequence","265.1","",""
"18/01/2022 12:00:00 - 18/01/2022 13:00:00","BZN|HU","Without sequence","250.0","",""
"18/01/2022 13:00:00 - 18/01/2022 14:00:00","BZN|HU","Without sequence","244.27","",""
"18/01/2022 14:00:00 - 18/01/2022 15:00:00","BZN|HU","Without sequence","243.02","",""
"18/01/2022 15:00:00 - 18/01/2022 16:00:00","BZN|HU","Without sequence","249.22","",""
"18/01/2022 16:00:00 - 18/01/2022 17:00:00","BZN|HU","Without sequence","260.0","",""
"18/01/2022 17:00:00 - 18/01/2022 18:00:00","BZN|HU","Without sequence","278.0","",""
"18/01/2022 18:00:00 - 18/01/2022 19:00:00","BZN|HU","Without sequence","276.39","",""
"18/01/2022 19:00:00 - 18/01/2022 20:00:00","BZN|HU","Without sequence","255.03","",""
"18/01/2022 20:00:00 - 18/01/2022 21:00:00","BZN|HU","Without sequence","242.9","",""
"18/01/2022 21:00:00 - 18/01/2022 22:00:00","BZN|HU","Without sequence","228.17","",""
"18/01/2022 22:00:00 - 18/01/2022 23:00:00","BZN|HU","Without sequence","199.18","",""
"18/01/2022 23:00:00 - 19/01/2022 00:00:00","BZN|HU","Without sequence","184.1","",""
"19/01/2022 00:00:00 - 19/01/2022 01:00:00","BZN|HU","Without sequence","180.44","",""
"19/01/2022 01:00:00 - 19/01/2022 02:00:00","BZN|HU","Without sequence","173.31","",""
"19/01/2022 02:00:00 - 19/01/2022 03:00:00","BZN|HU","Without sequence","174.03","",""
"19/01/2022 03:00:00 - 19/01/2022 04:00:00","BZN|HU","Without sequence","169.23","",""
"19/01/2022 04:00:00 - 19/01/2022 05:00:00","BZN|HU","Without sequence","170.1","",""
"19/01/2022 05:00:00 - 19/01/2022 06:00:00","BZN|HU","Without sequence","174.15","",""
"19/01/2022 06:00:00 - 19/01/2022 07:00:00","BZN|HU","Without sequence","222.81","",""
"19/01/2022 07:00:00 - 19/01/2022 08:00:00","BZN|HU","Without sequence","275.44","",""
"19/01/2022 08:00:00 - 19/01/2022 09:00:00","BZN|HU","Without sequence","280.83","",""
"19/01/2022 09:00:00 - 19/01/2022 10:00:00","BZN|HU","Without sequence","256.57","",""
"19/01/2022 10:00:00 - 19/01/2022 11:00:00","BZN|HU","Without sequence","221.75","",""
"19/01/2022 11:00:00 - 19/01/2022 12:00:00","BZN|HU","Without sequence","193.62","",""
"19/01/2022 12:00:00 - 19/01/2022 13:00:00","BZN|HU","Without sequence","192.16","",""
"19/01/2022 13:00:00 - 19/01/2022 14:00:00","BZN|HU","Without sequence","180.03","",""
"19/01/2022 14:00:00 - 19/01/2022 15:00:00","BZN|HU","Without sequence","181.38","",""
"19/01/2022 15:00:00 - 19/01/2022 16:00:00","BZN|HU","Without sequence","250.64","",""
"19/01/2022 16:00:00 - 19/01/2022 17:00:00","BZN|HU","Without sequence","285.23","",""
"19/01/2022 17:00:00 - 19/01/2022 18:00:00","BZN|HU","Without sequence","310.87","",""
"19/01/2022 18:00:00 - 19/01/2022 19:00:00","BZN|HU","Without sequence","309.52","",""
"19/01/2022 19:00:00 - 19/01/2022 20:00:00","BZN|HU","Without sequence","300.86","",""
"19/01/2022 20:00:00 - 19/01/2022 21:00:00","BZN|HU","Without sequence","261.64","",""
"19/01/2022 21:00:00 - 19/01/2022 22:00:00","BZN|HU","Without sequence","253.54","",""
"19/01/2022 22:00:00 - 19/01/2022 23:00:00","BZN|HU","Without sequence","238.9","",""
"19/01/2022 23:00:00 - 20/01/2022 00:00:00","BZN|HU","Without sequence","195.08","",""
"20/01/2022 00:00:00 - 20/01/2022 01:00:00","BZN|HU","Without sequence","177.0","",""
"20/01/2022 01:00:00 - 20/01/2022 02:00:00","BZN|HU","Without sequence","160.1","",""
"20/01/2022 02:00:00 - 20/01/2022 03:00:00","BZN|HU","Without sequence","152.51","",""
"20/01/2022 03:00:00 - 20/01/2022 04:00:00","BZN|HU","Without sequence","145.08","",""
"20/01/2022 04:00:00 - 20/01/2022 05:00:00","BZN|HU","Without sequence","154.15","",""
"20/01/2022 05:00:00 - 20/01/2022 06:00:00","BZN|HU","Without sequence","198.38","",""
"20/01/2022 06:00:00 - 20/01/2022 07:00:00","BZN|HU","Without sequence","236.05","",""
"20/01/2022 07:00:00 - 20/01/2022 08:00:00","BZN|HU","Without sequence","262.86","",""
"20/01/2022 08:00:00 - 20/01/2022 09:00:00","BZN|HU","Without sequence","252.82","",""
"20/01/2022 09:00:00 - 20/01/2022 10:00:00","BZN|HU","Without sequence","252.8","",""
"20/01/2022 10:00:00 - 20/01/2022 11:00:00","BZN|HU","Without sequence","193.99","",""
"20/01/2022 11:00:00 - 20/01/2022 12:00:00","BZN|HU","Without sequence","185.0","",""
"20/01/2022 12:00:00 - 20/01/2022 13:00:00","BZN|HU","Without sequence","170.76","",""
"20/01/2022 13:00:00 - 20/01/2022 14:00:00","BZN|HU","Without sequence","165.07","",""
"20/01/2022 14:00:00 - 20/01/2022 15:00:00","BZN|HU","Without sequence","174.02","",""
"20/01/2022 15:00:00 - 20/01/2022 16:00:00","BZN|HU","Without sequence","219.91","",""
"20/01/2022 16:00:00 - 20/01/2022 17:00:00","BZN|HU","Without sequence","231.21","",""
"20/01/2022 17:00:00 - 20/01/2022 18:00:00","BZN|HU","Without sequence","248.51","",""
"20/01/2022 18:00:00 - 20/01/2022 19:00:00","BZN|HU","Without sequence","211.74","",""
"20/01/2022 19:00:00 - 20/01/2022 20:00:00","BZN|HU","Without sequence","205.63","",""
"20/01/2022 20:00:00 - 20/01/2022 21:00:00","BZN|HU","Without sequence","181.52","",""
"20/01/2022 21:00:00 - 20/01/2022 22:00:00","BZN|HU","Without sequence","163.61","",""
"20/01/2022 22:00:00 - 20/01/2022 23:00:00","BZN|HU","Without sequence","154.53","",""
"20/01/2022 23:00:00 - 21/01/2022 00:00:00","BZN|HU","Without sequence","145.08","",""
"21/01/2022 00:00:00 - 21/01/2022 01:00:00","BZN|HU","Without sequence","143.11","",""
"21/01/2022 01:00:00 - 21/01/2022 02:00:00","BZN|HU","Without sequence","145.46","",""
"21/01/2022 02:00:00 - 21/01/2022 03:00:00","BZN|HU","Without sequence","135.89","",""
"21/01/2022 03:00:00 - 21/01/2022 04:00:00","BZN|HU","Without sequence","143.61","",""
"21/01/2022 04:00:00 - 21/01/2022 05:00:00","BZN|HU","Without sequence","160.08","",""
"21/01/2022 05:00:00 - 21/01/2022 06:00:00","BZN|HU","Without sequence","189.52","",""
"21/01/2022 06:00:00 - 21/01/2022 07:00:00","BZN|HU","Without sequence","240.71","",""
"21/01/2022 07:00:00 - 21/01/2022 08:00:00","BZN|HU","Without sequence","260.29","",""
"21/01/2022 08:00:00 - 21/01/2022 09:00:00","BZN|HU","Without sequence","263.75","",""
"21/01/2022 09:00:00 - 21/01/2022 10:00:00","BZN|HU","Without sequence","226.94","",""
"21/01/2022 10:00:00 - 21/01/2022 11:00:00","BZN|HU","Without sequence","215.06","",""
"21/01/2022 11:00:00 - 21/01/2022 12:00:00","BZN|HU","Without sequence","210.4","",""
"21/01/2022 12:00:00 - 21/01/2022 13:00:00","BZN|HU","Without sequence","195.99","",""
"21/01/2022 13:00:00 - 21/01/2022 14:00:00","BZN|HU","Without sequence","176.56","",""
"21/01/2022 14:00:00 - 21/01/2022 15:00:00","BZN|HU","Without sequence","176.42","",""
"21/01/2022 15:00:00 - 21/01/2022 16:00:00","BZN|HU","Without sequence","202.44","",""
"21/01/2022 16:00:00 - 21/01/2022 17:00:00","BZN|HU","Without sequence","251.78","",""
"21/01/2022 17:00:00 - 21/01/2022 18:00:00","BZN|HU","Without sequence","267.59","",""
"21/01/2022 18:00:00 - 21/01/2022 19:00:00","BZN|HU","Without sequence","266.0","",""
"21/01/2022 19:00:00 - 21/01/2022 20:00:00","BZN|HU","Without sequence","260.29","",""
"21/01/2022 20:00:00 - 21/01/2022 21:00:00","BZN|HU","Without sequence","244.47","",""
"21/01/2022 21:00:00 - 21/01/2022 22:00:00","BZN|HU","Without sequence","232.75","",""
"21/01/2022 22:00:00 - 21/01/2022 23:00:00","BZN|HU","Without sequence","220.43","",""
"21/01/2022 23:00:00 - 22/01/2022 00:00:00","BZN|HU","Without sequence","195.02","",""
"22/01/2022 00:00:00 - 22/01/2022 01:00:00","BZN|HU","Without sequence","188.45","",""
"22/01/2022 01:00:00 - 22/01/2022 02:00:00","BZN|HU","Without sequence","165.88","",""
"22/01/2022 02:00:00 - 22/01/2022 03:00:00","BZN|HU","Without sequence","164.08","",""
"22/01/2022 03:00:00 - 22/01/2022 04:00:00","BZN|HU","Without sequence","164.91","",""
"22/01/2022 04:00:00 - 22/01/2022 05:00:00","BZN|HU","Without sequence","162.0","",""
"22/01/2022 05:00:00 - 22/01/2022 06:00:00","BZN|HU","Without sequence","176.35","",""
"22/01/2022 06:00:00 - 22/01/2022 07:00:00","BZN|HU","Without sequence","173.95","",""
"22/01/2022 07:00:00 - 22/01/2022 08:00:00","BZN|HU","Without sequence","163.86","",""
"22/01/2022 08:00:00 - 22/01/2022 09:00:00","BZN|HU","Without sequence","193.3","",""
"22/01/2022 09:00:00 - 22/01/2022 10:00:00","BZN|HU","Without sequence","209.49","",""
"22/01/2022 10:00:00 - 22/01/2022 11:00:00","BZN|HU","Without sequence","212.75","",""
"22/01/2022 11:00:00 - 22/01/2022 12:00:00","BZN|HU","Without sequence","209.66","",""
"22/01/2022 12:00:00 - 22/01/2022 13:00:00","BZN|HU","Without sequence","201.0","",""
"22/01/2022 13:00:00 - 22/01/2022 14:00:00","BZN|HU","Without sequence","189.13","",""
"22/01/2022 14:00:00 - 22/01/2022 15:00:00","BZN|HU","Without sequence","186.86","",""
"22/01/2022 15:00:00 - 22/01/2022 16:00:00","BZN|HU","Without sequence","196.5","",""
