"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Intraday Period (CET/CEST)","Energy Price (EUR/MWh)"
"15/04/2023 10:00:00 - 15/04/2023 11:00:00","BZN|HU","Without sequence","98.4","",""
"15/04/2023 11:00:00 - 15/04/2023 12:00:00","BZN|HU","Without sequence","94.04","",""
"15/04/2023 12:00:00 - 15/04/2023 13:00:00","BZN|HU","Without sequence","88.55","",""
"15/04/2023 13:00:00 - 15/04/2023 14:00:00","BZN|HU","Without sequence","85.12","",""
"15/04/2023 14:00:00 - 15/04/2023 15:00:00","BZN|HU","Without sequence","84.03","",""
"15/04/2023 15:00:00 - 15/04/2023 16:00:00","BZN|HU","Without sequence","82.04","",""
"15/04/2023 16:00:00 - 15/04/2023 17:00:00","BZN|HU","Without sequence","96.43","",""
"15/04/2023 17:00:00 - 15/04/2023 18:00:00","BZN|HU","Without sequence","98.81","",""
"15/04/2023 18:00:00 - 15/04/2023 19:00:00","BZN|HU","Without sequence","112.66","",""
"15/04/2023 19:00:00 - 15/04/2023 20:00:00","BZN|HU","Without sequence","132.79","",""
"15/04/2023 20:00:00 - 15/04/2023 21:00:00","BZN|HU","Without sequence","134.51","",""
"15/04/2023 21:00:00 - 15/04/2023 22:00:00","BZN|HU","Without sequence","127.8","",""
"15/04/2023 22:00:00 - 15/04/2023 23:00:00","BZN|HU","Without sequence","127.71","",""
"15/04/2023 23:00:00 - 16/04/2023 00:00:00","BZN|HU","Without sequence","119.3","",""
"16/04/2023 00:00:00 - 16/04/2023 01:00:00","BZN|HU","Without sequence","111.55","",""
"16/04/2023 01:00:00 - 16/04/2023 02:00:00","BZN|HU","Without sequence","103.49","",""
"16/04/2023 02:00:00 - 16/04/2023 03:00:00","BZN|HU","Without sequence","102.68","",""
"16/04/2023 03:00:00 - 16/04/2023 04:00:00","BZN|HU","Without sequence","101.09","",""
"16/04/2023 04:00:00 - 16/04/2023 05:00:00","BZN|HU","Without sequence","102.63","",""
"16/04/2023 05:00:00 - 16/04/2023 06:00:00","BZN|HU","Without sequence","103.5","",""
"16/04/2023 06:00:00 - 16/04/2023 07:00:00","BZN|HU","Without sequence","103.5","",""
"16/04/2023 07:00:00 - 16/04/2023 08:00:00","BZN|HU","Without sequence","103.37","",""
"16/04/2023 08:00:00 - 16/04/2023 09:00:00","BZN|HU","Without sequence","110.43","",""
"16/04/2023 09:00:00 - 16/04/2023 10:00:00","BZN|HU","Without sequence","114.68","",""
"16/04/2023 10:00:00 - 16/04/2023 11:00:00","BZN|HU","Without sequence","111.04","",""
"16/04/2023 11:00:00 - 16/04/2023 12:00:00","BZN|HU","Without sequence","107.83","",""
"16/04/2023 12:00:00 - 16/04/2023 13:00:00","BZN|HU","Without sequence","104.05","",""
"16/04/2023 13:00:00 - 16/04/2023 14:00:00","BZN|HU","Without sequence","98.16","",""
"16/04/2023 14:00:00 - 16/04/2023 15:00:00","BZN|HU","Without sequence","93.96","",""
"16/04/2023 15:00:00 - 16/04/2023 16:00:00","BZN|HU","Without sequence","93.51","",""
"16/04/2023 16:00:00 - 16/04/2023 17:00:00","BZN|HU","Without sequence","95.29","",""
"16/04/2023 17:00:00 - 16/04/2023 18:00:00","BZN|HU","Without sequence","100.17","",""
"16/04/2023 18:00:00 - 16/04/2023 19:00:00","BZN|HU","Without sequence","115.21","",""
"16/04/2023 19:00:00 - 16/04/2023 20:00:00","BZN|HU","Without sequence","132.88","",""
"16/04/2023 20:00:00 - 16/04/2023 21:00:00","BZN|HU","Without sequence","140.0","",""
"16/04/2023 21:00:00 - 16/04/2023 22:00:00","BZN|HU","Without sequence","135.0","",""
"16/04/2023 22:00:00 - 16/04/2023 23:00:00","BZN|HU","Without sequence","129.97","",""
"16/04/2023 23:00:00 - 17/04/2023 00:00:00","BZN|HU","Without sequence","125.35","",""
"17/04/2023 00:00:00 - 17/04/2023 01:00:00","BZN|HU","Without sequence","114.75","",""
"17/04/2023 01:00:00 - 17/04/2023 02:00:00","BZN|HU","Without sequence","111.14","",""
"17/04/2023 02:00:00 - 17/04/2023 03:00:00","BZN|HU","Without sequence","108.96","",""
"17/04/2023 03:00:00 - 17/04/2023 04:00:00","BZN|HU","Without sequence","92.66","",""
"17/04/2023 04:00:00 - 17/04/2023 05:00:00","BZN|HU","Without sequence","110.0","",""
"17/04/2023 05:00:00 - 17/04/2023 06:00:00","BZN|HU","Without sequence","111.82","",""
"17/04/2023 06:00:00 - 17/04/2023 07:00:00","BZN|HU","Without sequence","134.1","",""
"17/04/2023 07:00:00 - 17/04/2023 08:00:00","BZN|HU","Without sequence","164.95","",""
"17/04/2023 08:00:00 - 17/04/2023 09:00:00","BZN|HU","Without sequence","158.84","",""
"17/04/2023 09:00:00 - 17/04/2023 10:00:00","BZN|HU","Without sequence","124.29","",""
"17/04/2023 10:00:00 - 17/04/2023 11:00:00","BZN|HU","Without sequence","122.63","",""
"17/04/2023 11:00:00 - 17/04/2023 12:00:00","BZN|HU","Without sequence","99.14","",""
"17/04/2023 12:00:00 - 17/04/2023 13:00:00","BZN|HU","Without sequence","101.45","",""
"17/04/2023 13:00:00 - 17/04/2023 14:00:00","BZN|HU","Without sequence","101.35","",""
"17/04/2023 14:00:00 - 17/04/2023 15:00:00","BZN|HU","Without sequence","98.0","",""
"17/04/2023 15:00:00 - 17/04/2023 16:00:00","BZN|HU","Without sequence","98.12","",""
"17/04/2023 16:00:00 - 17/04/2023 17:00:00","BZN|HU","Without sequence","96.97","",""
"17/04/2023 17:00:00 - 17/04/2023 18:00:00","BZN|HU","Without sequence","100.99","",""
"17/04/2023 18:00:00 - 17/04/2023 19:00:00","BZN|HU","Without sequence","122.33","",""
"17/04/2023 19:00:00 - 17/04/2023 20:00:00","BZN|HU","Without sequence","143.61","",""
"17/04/2023 20:00:00 - 17/04/2023 21:00:00","BZN|HU","Without sequence","142.78","",""
"17/04/2023 21:00:00 - 17/04/2023 22:00:00","BZN|HU","Without sequence","134.25","",""
"17/04/2023 22:00:00 - 17/04/2023 23:00:00","BZN|HU","Without sequence","122.82","",""
"17/04/2023 23:00:00 - 18/04/2023 00:00:00","BZN|HU","Without sequence","109.16","",""
"18/04/2023 00:00:00 - 18/04/2023 01:00:00","BZN|HU","Without sequence","105.31","",""
"18/04/2023 01:00:00 - 18/04/2023 02:00:00","BZN|HU","Without sequence","102.07","",""
"18/04/2023 02:00:00 - 18/04/2023 03:00:00","BZN|HU","Without sequence","101.1","",""
"18/04/2023 03:00:00 - 18/04/2023 04:00:00","BZN|HU","Without sequence","101.29","",""
"18/04/2023 04:00:00 - 18/04/2023 05:00:00","BZN|HU","Without sequence","100.55","",""
"18/04/2023 05:00:00 - 18/04/2023 06:00:00","BZN|HU","Without sequence","101.27","",""
"18/04/2023 06:00:00 - 18/04/2023 07:00:00","BZN|HU","Without sequence","127.0","",""
"18/04/2023 07:00:00 - 18/04/2023 08:00:00","BZN|HU","Without sequence","140.27","",""
"18/04/2023 08:00:00 - 18/04/2023 09:00:00","BZN|HU","Without sequence","154.88","",""
"18/04/2023 09:00:00 - 18/04/2023 10:00:00","BZN|HU","Without sequence","133.99","",""
"18/04/2023 10:00:00 - 18/04/2023 11:00:00","BZN|HU","Without sequence","106.21","",""
"18/04/2023 11:00:00 - 18/04/2023 12:00:00","BZN|HU","Without sequence","111.65","",""
"18/04/2023 12:00:00 - 18/04/2023 13:00:00","BZN|HU","Without sequence","114.06","",""
"18/04/2023 13:00:00 - 18/04/2023 14:00:00","BZN|HU","Without sequence","110.87","",""
"18/04/2023 14:00:00 - 18/04/2023 15:00:00","BZN|HU","Without sequence","102.1","",""
"18/04/2023 15:00:00 - 18/04/2023 16:00:00","BZN|HU","Without sequence","116.82","",""
"18/04/2023 16:00:00 - 18/04/2023 17:00:00","BZN|HU","Without sequence","116.62","",""
"18/04/2023 17:00:00 - 18/04/2023 18:00:00","BZN|HU","Without sequence","97.62","",""
"18/04/2023 18:00:00 - 18/04/2023 19:00:00","BZN|HU","Without sequence","108.21","",""
"18/04/2023 19:00:00 - 18/04/2023 20:00:00","BZN|HU","Without sequence","130.46","",""
"18/04/2023 20:00:00 - 18/04/2023 21:00:00","BZN|HU","Without sequence","135.31","",""
"18/04/2023 21:00:00 - 18/04/2023 22:00:00","BZN|HU","Without sequence","122.79","",""
"18/04/2023 22:00:00 - 18/04/2023 23:00:00","BZN|HU","Without sequence","111.15","",""
"18/04/2023 23:00:00 - 19/04/2023 00:00:00","BZN|HU","Without sequence","101.42","",""
"19/04/2023 00:00:00 - 19/04/2023 01:00:00","BZN|HU","Without sequence","103.52","",""
"19/04/2023 01:00:00 - 19/04/2023 02:00:00","BZN|HU","Without sequence","97.54","",""
"19/04/2023 02:00:00 - 19/04/2023 03:00:00","BZN|HU","Without sequence","99.92","",""
"19/04/2023 03:00:00 - 19/04/2023 04:00:00","BZN|HU","Without sequence","98.95","",""
"19/04/2023 04:00:00 - 19/04/2023 05:00:00","BZN|HU","Without sequence","101.33","",""
"19/04/2023 05:00:00 - 19/04/2023 06:00:00","BZN|HU","Without sequence","105.87","",""
"19/04/2023 06:00:00 - 19/04/2023 07:00:00","BZN|HU","Without sequence","130.0","",""
"19/04/2023 07:00:00 - 19/04/2023 08:00:00","BZN|HU","Without sequence","140.49","",""
"19/04/2023 08:00:00 - 19/04/2023 09:00:00","BZN|HU","Without sequence","141.33","",""
"19/04/2023 09:00:00 - 19/04/2023 10:00:00","BZN|HU","Without sequence","129.22","",""
"19/04/2023 10:00:00 - 19/04/2023 11:00:00","BZN|HU","Without sequence","124.83","",""
"19/04/2023 11:00:00 - 19/04/2023 12:00:00","BZN|HU","Without sequence","113.08","",""
"19/04/2023 12:00:00 - 19/04/2023 13:00:00","BZN|HU","Without sequence","112.4","",""
"19/04/2023 13:00:00 - 19/04/2023 14:00:00","BZN|HU","Without sequence","111.33","",""
"19/04/2023 14:00:00 - 19/04/2023 15:00:00","BZN|HU","Without sequence","113.23","",""
"19/04/2023 15:00:00 - 19/04/2023 16:00:00","BZN|HU","Without sequence","123.02","",""
"19/04/2023 16:00:00 - 19/04/2023 17:00:00","BZN|HU","Without sequence","129.45","",""
"19/04/2023 17:00:00 - 19/04/2023 18:00:00","BZN|HU","Without sequence","130.3","",""
"19/04/2023 18:00:00 - 19/04/2023 19:00:00","BZN|HU","Without sequence","142.87","",""
"19/04/2023 19:00:00 - 19/04/2023 20:00:00","BZN|HU","Without sequence","200.05","",""
"19/04/2023 20:00:00 - 19/04/2023 21:00:00","BZN|HU","Without sequence","200.03","",""
"19/04/2023 21:00:00 - 19/04/2023 22:00:00","BZN|HU","Without sequence","122.82","",""
"19/04/2023 22:00:00 - 19/04/2023 23:00:00","BZN|HU","Without sequence","109.9","",""
"19/04/2023 23:00:00 - 20/04/2023 00:00:00","BZN|HU","Without sequence","101.66","",""
"20/04/2023 00:00:00 - 20/04/2023 01:00:00","BZN|HU","Without sequence","100.19","",""
"20/04/2023 01:00:00 - 20/04/2023 02:00:00","BZN|HU","Without sequence","94.35","",""
"20/04/2023 02:00:00 - 20/04/2023 03:00:00","BZN|HU","Without sequence","96.76","",""
"20/04/2023 03:00:00 - 20/04/2023 04:00:00","BZN|HU","Without sequence","94.98","",""
"20/04/2023 04:00:00 - 20/04/2023 05:00:00","BZN|HU","Without sequence","97.18","",""
"20/04/2023 05:00:00 - 20/04/2023 06:00:00","BZN|HU","Without sequence","102.78","",""
"20/04/2023 06:00:00 - 20/04/2023 07:00:00","BZN|HU","Without sequence","127.97","",""
"20/04/2023 07:00:00 - 20/04/2023 08:00:00","BZN|HU","Without sequence","144.48","",""
"20/04/2023 08:00:00 - 20/04/2023 09:00:00","BZN|HU","Without sequence","144.68","",""
"20/04/2023 09:00:00 - 20/04/2023 10:00:00","BZN|HU","Without sequence","129.94","",""
"20/04/2023 10:00:00 - 20/04/2023 11:00:00","BZN|HU","Without sequence","107.45","",""
"20/04/2023 11:00:00 - 20/04/2023 12:00:00","BZN|HU","Without sequence","96.94","",""
"20/04/2023 12:00:00 - 20/04/2023 13:00:00","BZN|HU","Without sequence","94.23","",""
"20/04/2023 13:00:00 - 20/04/2023 14:00:00","BZN|HU","Without sequence","89.61","",""
"20/04/2023 14:00:00 - 20/04/2023 15:00:00","BZN|HU","Without sequence","88.69","",""
"20/04/2023 15:00:00 - 20/04/2023 16:00:00","BZN|HU","Without sequence","87.17","",""
"20/04/2023 16:00:00 - 20/04/2023 17:00:00","BZN|HU","Without sequence","92.09","",""
"20/04/2023 17:00:00 - 20/04/2023 18:00:00","BZN|HU","Without sequence","103.76","",""
"20/04/2023 18:00:00 - 20/04/2023 19:00:00","BZN|HU","Without sequence","128.99","",""
"20/04/2023 19:00:00 - 20/04/2023 20:00:00","BZN|HU","Without sequence","203.22","",""
"20/04/2023 20:00:00 - 20/04/2023 21:00:00","BZN|HU","Without sequence","246.15","",""
"20/04/2023 21:00:00 - 20/04/2023 22:00:00","BZN|HU","Without sequence","159.62","",""
"20/04/2023 22:00:00 - 20/04/2023 23:00:00","BZN|HU","Without sequence","129.78","",""
"20/04/2023 23:00:00 - 21/04/2023 00:00:00","BZN|HU","Without sequence","102.18","",""
"21/04/2023 00:00:00 - 21/04/2023 01:00:00","BZN|HU","Without sequence","95.85","",""
"21/04/2023 01:00:00 - 21/04/2023 02:00:00","BZN|HU","Without sequence","90.0","",""
"21/04/2023 02:00:00 - 21/04/2023 03:00:00","BZN|HU","Without sequence","92.1","",""
"21/04/2023 03:00:00 - 21/04/2023 04:00:00","BZN|HU","Without sequence","93.7","",""
"21/04/2023 04:00:00 - 21/04/2023 05:00:00","BZN|HU","Without sequence","93.2","",""
"21/04/2023 05:00:00 - 21/04/2023 06:00:00","BZN|HU","Without sequence","97.32","",""
"21/04/2023 06:00:00 - 21/04/2023 07:00:00","BZN|HU","Without sequence","122.44","",""
"21/04/2023 07:00:00 - 21/04/2023 08:00:00","BZN|HU","Without sequence","135.8","",""
"21/04/2023 08:00:00 - 21/04/2023 09:00:00","BZN|HU","Without sequence","135.35","",""
"21/04/2023 09:00:00 - 21/04/2023 10:00:00","BZN|HU","Without sequence","109.53","",""
"21/04/2023 10:00:00 - 21/04/2023 11:00:00","BZN|HU","Without sequence","93.41","",""
"21/04/2023 11:00:00 - 21/04/2023 12:00:00","BZN|HU","Without sequence","79.19","",""
"21/04/2023 12:00:00 - 21/04/2023 13:00:00","BZN|HU","Without sequence","71.77","",""
"21/04/2023 13:00:00 - 21/04/2023 14:00:00","BZN|HU","Without sequence","70.05","",""
"21/04/2023 14:00:00 - 21/04/2023 15:00:00","BZN|HU","Without sequence","68.98","",""
"21/04/2023 15:00:00 - 21/04/2023 16:00:00","BZN|HU","Without sequence","70.98","",""
"21/04/2023 16:00:00 - 21/04/2023 17:00:00","BZN|HU","Without sequence","77.54","",""
"21/04/2023 17:00:00 - 21/04/2023 18:00:00","BZN|HU","Without sequence","108.96","",""
"21/04/2023 18:00:00 - 21/04/2023 19:00:00","BZN|HU","Without sequence","128.89","",""
"21/04/2023 19:00:00 - 21/04/2023 20:00:00","BZN|HU","Without sequence","145.67","",""
"21/04/2023 20:00:00 - 21/04/2023 21:00:00","BZN|HU","Without sequence","156.11","",""
"21/04/2023 21:00:00 - 21/04/2023 22:00:00","BZN|HU","Without sequence","134.62","",""
"21/04/2023 22:00:00 - 21/04/2023 23:00:00","BZN|HU","Without sequence","140.37","",""
"21/04/2023 23:00:00 - 22/04/2023 00:00:00","BZN|HU","Without sequence","101.66","",""
"22/04/2023 00:00:00 - 22/04/2023 01:00:00","BZN|HU","Without sequence","103.78","",""
"22/04/2023 01:00:00 - 22/04/2023 02:00:00","BZN|HU","Without sequence","96.46","",""
"22/04/2023 02:00:00 - 22/04/2023 03:00:00","BZN|HU","Without sequence","94.79","",""
"22/04/2023 03:00:00 - 22/04/2023 04:00:00","BZN|HU","Without sequence","93.0","",""
"22/04/2023 04:00:00 - 22/04/2023 05:00:00","BZN|HU","Without sequence","91.3","",""
"22/04/2023 05:00:00 - 22/04/2023 06:00:00","BZN|HU","Without sequence","96.0","",""
"22/04/2023 06:00:00 - 22/04/2023 07:00:00","BZN|HU","Without sequence","99.82","",""
"22/04/2023 07:00:00 - 22/04/2023 08:00:00","BZN|HU","Without sequence","103.5","",""
"22/04/2023 08:00:00 - 22/04/2023 09:00:00","BZN|HU","Without sequence","101.31","",""
"22/04/2023 09:00:00 - 22/04/2023 10:00:00","BZN|HU","Without sequence","90.25","",""
"22/04/2023 10:00:00 - 22/04/2023 11:00:00","BZN|HU","Without sequence","76.63","",""
"22/04/2023 11:00:00 - 22/04/2023 12:00:00","BZN|HU","Without sequence","50.62","",""
"22/04/2023 12:00:00 - 22/04/2023 13:00:00","BZN|HU","Without sequence","31.15","",""
"22/04/2023 13:00:00 - 22/04/2023 14:00:00","BZN|HU","Without sequence","14.72","",""
"22/04/2023 14:00:00 - 22/04/2023 15:00:00","BZN|HU","Without sequence","9.59","",""
"22/04/2023 15:00:00 - 22/04/2023 16:00:00","BZN|HU","Without sequence","34.05","",""
"22/04/2023 16:00:00 - 22/04/2023 17:00:00","BZN|HU","Without sequence","77.3","",""
"22/04/2023 17:00:00 - 22/04/2023 18:00:00","BZN|HU","Without sequence","95.0","",""
"22/04/2023 18:00:00 - 22/04/2023 19:00:00","BZN|HU","Without sequence","112.97","",""
"22/04/2023 19:00:00 - 22/04/2023 20:00:00","BZN|HU","Without sequence","147.34","",""
"22/04/2023 20:00:00 - 22/04/2023 21:00:00","BZN|HU","Without sequence","168.65","",""
"22/04/2023 21:00:00 - 22/04/2023 22:00:00","BZN|HU","Without sequence","127.0","",""
"22/04/2023 22:00:00 - 22/04/2023 23:00:00","BZN|HU","Without sequence","106.7","",""
"22/04/2023 23:00:00 - 23/04/2023 00:00:00","BZN|HU","Without sequence","101.34","",""
"23/04/2023 00:00:00 - 23/04/2023 01:00:00","BZN|HU","Without sequence","105.3","",""
"23/04/2023 01:00:00 - 23/04/2023 02:00:00","BZN|HU","Without sequence","96.96","",""
"23/04/2023 02:00:00 - 23/04/2023 03:00:00","BZN|HU","Without sequence","94.56","",""
"23/04/2023 03:00:00 - 23/04/2023 04:00:00","BZN|HU","Without sequence","88.93","",""
"23/04/2023 04:00:00 - 23/04/2023 05:00:00","BZN|HU","Without sequence","86.3","",""
"23/04/2023 05:00:00 - 23/04/2023 06:00:00","BZN|HU","Without sequence","87.73","",""
"23/04/2023 06:00:00 - 23/04/2023 07:00:00","BZN|HU","Without sequence","88.77","",""
"23/04/2023 07:00:00 - 23/04/2023 08:00:00","BZN|HU","Without sequence","91.32","",""
"23/04/2023 08:00:00 - 23/04/2023 09:00:00","BZN|HU","Without sequence","91.49","",""
"23/04/2023 09:00:00 - 23/04/2023 10:00:00","BZN|HU","Without sequence","86.43","",""
"23/04/2023 10:00:00 - 23/04/2023 11:00:00","BZN|HU","Without sequence","84.28","",""
"23/04/2023 11:00:00 - 23/04/2023 12:00:00","BZN|HU","Without sequence","48.63","",""
"23/04/2023 12:00:00 - 23/04/2023 13:00:00","BZN|HU","Without sequence","36.7","",""
"23/04/2023 13:00:00 - 23/04/2023 14:00:00","BZN|HU","Without sequence","10.38","",""
"23/04/2023 14:00:00 - 23/04/2023 15:00:00","BZN|HU","Without sequence","4.96","",""
"23/04/2023 15:00:00 - 23/04/2023 16:00:00","BZN|HU","Without sequence","35.03","",""
"23/04/2023 16:00:00 - 23/04/2023 17:00:00","BZN|HU","Without sequence","64.83","",""
"23/04/2023 17:00:00 - 23/04/2023 18:00:00","BZN|HU","Without sequence","98.44","",""
"23/04/2023 18:00:00 - 23/04/2023 19:00:00","BZN|HU","Without sequence","124.3","",""
"23/04/2023 19:00:00 - 23/04/2023 20:00:00","BZN|HU","Without sequence","135.05","",""
"23/04/2023 20:00:00 - 23/04/2023 21:00:00","BZN|HU","Without sequence","134.29","",""
"23/04/2023 21:00:00 - 23/04/2023 22:00:00","BZN|HU","Without sequence","125.02","",""
"23/04/2023 22:00:00 - 23/04/2023 23:00:00","BZN|HU","Without sequence","116.95","",""
"23/04/2023 23:00:00 - 24/04/2023 00:00:00","BZN|HU","Without sequence","108.32","",""
"24/04/2023 00:00:00 - 24/04/2023 01:00:00","BZN|HU","Without sequence","87.7","",""
"24/04/2023 01:00:00 - 24/04/2023 02:00:00","BZN|HU","Without sequence","83.58","",""
"24/04/2023 02:00:00 - 24/04/2023 03:00:00","BZN|HU","Without sequence","82.09","",""
"24/04/2023 03:00:00 - 24/04/2023 04:00:00","BZN|HU","Without sequence","76.4","",""
"24/04/2023 04:00:00 - 24/04/2023 05:00:00","BZN|HU","Without sequence","75.08","",""
"24/04/2023 05:00:00 - 24/04/2023 06:00:00","BZN|HU","Without sequence","86.55","",""
"24/04/2023 06:00:00 - 24/04/2023 07:00:00","BZN|HU","Without sequence","114.6","",""
"24/04/2023 07:00:00 - 24/04/2023 08:00:00","BZN|HU","Without sequence","133.8","",""
"24/04/2023 08:00:00 - 24/04/2023 09:00:00","BZN|HU","Without sequence","135.0","",""
"24/04/2023 09:00:00 - 24/04/2023 10:00:00","BZN|HU","Without sequence","126.92","",""
"24/04/2023 10:00:00 - 24/04/2023 11:00:00","BZN|HU","Without sequence","110.81","",""
"24/04/2023 11:00:00 - 24/04/2023 12:00:00","BZN|HU","Without sequence","108.01","",""
"24/04/2023 12:00:00 - 24/04/2023 13:00:00","BZN|HU","Without sequence","98.25","",""
"24/04/2023 13:00:00 - 24/04/2023 14:00:00","BZN|HU","Without sequence","95.14","",""
"24/04/2023 14:00:00 - 24/04/2023 15:00:00","BZN|HU","Without sequence","87.45","",""
"24/04/2023 15:00:00 - 24/04/2023 16:00:00","BZN|HU","Without sequence","85.46","",""
"24/04/2023 16:00:00 - 24/04/2023 17:00:00","BZN|HU","Without sequence","98.12","",""
"24/04/2023 17:00:00 - 24/04/2023 18:00:00","BZN|HU","Without sequence","108.63","",""
"24/04/2023 18:00:00 - 24/04/2023 19:00:00","BZN|HU","Without sequence","119.59","",""
"24/04/2023 19:00:00 - 24/04/2023 20:00:00","BZN|HU","Without sequence","134.57","",""
"24/04/2023 20:00:00 - 24/04/2023 21:00:00","BZN|HU","Without sequence","135.97","",""
"24/04/2023 21:00:00 - 24/04/2023 22:00:00","BZN|HU","Without sequence","133.02","",""
"24/04/2023 22:00:00 - 24/04/2023 23:00:00","BZN|HU","Without sequence","121.72","",""
"24/04/2023 23:00:00 - 25/04/2023 00:00:00","BZN|HU","Without sequence","108.72","",""
"25/04/2023 00:00:00 - 25/04/2023 01:00:00","BZN|HU","Without sequence","98.66","",""
"25/04/2023 01:00:00 - 25/04/2023 02:00:00","BZN|HU","Without sequence","96.76","",""
"25/04/2023 02:00:00 - 25/04/2023 03:00:00","BZN|HU","Without sequence","94.52","",""
"25/04/2023 03:00:00 - 25/04/2023 04:00:00","BZN|HU","Without sequence","93.27","",""
"25/04/2023 04:00:00 - 25/04/2023 05:00:00","BZN|HU","Without sequence","92.39","",""
"25/04/2023 05:00:00 - 25/04/2023 06:00:00","BZN|HU","Without sequence","98.04","",""
"25/04/2023 06:00:00 - 25/04/2023 07:00:00","BZN|HU","Without sequence","121.6","",""
"25/04/2023 07:00:00 - 25/04/2023 08:00:00","BZN|HU","Without sequence","134.1","",""
"25/04/2023 08:00:00 - 25/04/2023 09:00:00","BZN|HU","Without sequence","134.93","",""
"25/04/2023 09:00:00 - 25/04/2023 10:00:00","BZN|HU","Without sequence","113.53","",""
"25/04/2023 10:00:00 - 25/04/2023 11:00:00","BZN|HU","Without sequence","98.88","",""
"25/04/2023 11:00:00 - 25/04/2023 12:00:00","BZN|HU","Without sequence","88.38","",""
"25/04/2023 12:00:00 - 25/04/2023 13:00:00","BZN|HU","Without sequence","85.08","",""
"25/04/2023 13:00:00 - 25/04/2023 14:00:00","BZN|HU","Without sequence","81.12","",""
"25/04/2023 14:00:00 - 25/04/2023 15:00:00","BZN|HU","Without sequence","72.45","",""
"25/04/2023 15:00:00 - 25/04/2023 16:00:00","BZN|HU","Without sequence","71.97","",""
"25/04/2023 16:00:00 - 25/04/2023 17:00:00","BZN|HU","Without sequence","84.79","",""
"25/04/2023 17:00:00 - 25/04/2023 18:00:00","BZN|HU","Without sequence","98.51","",""
"25/04/2023 18:00:00 - 25/04/2023 19:00:00","BZN|HU","Without sequence","115.4","",""
"25/04/2023 19:00:00 - 25/04/2023 20:00:00","BZN|HU","Without sequence","133.27","",""
"25/04/2023 20:00:00 - 25/04/2023 21:00:00","BZN|HU","Without sequence","144.16","",""
"25/04/2023 21:00:00 - 25/04/2023 22:00:00","BZN|HU","Without sequence","133.26","",""
"25/04/2023 22:00:00 - 25/04/2023 23:00:00","BZN|HU","Without sequence","126.95","",""
"25/04/2023 23:00:00 - 26/04/2023 00:00:00","BZN|HU","Without sequence","105.04","",""
"26/04/2023 00:00:00 - 26/04/2023 01:00:00","BZN|HU","Without sequence","97.87","",""
"26/04/2023 01:00:00 - 26/04/2023 02:00:00","BZN|HU","Without sequence","92.76","",""
"26/04/2023 02:00:00 - 26/04/2023 03:00:00","BZN|HU","Without sequence","93.99","",""
"26/04/2023 03:00:00 - 26/04/2023 04:00:00","BZN|HU","Without sequence","91.33","",""
"26/04/2023 04:00:00 - 26/04/2023 05:00:00","BZN|HU","Without sequence","93.33","",""
"26/04/2023 05:00:00 - 26/04/2023 06:00:00","BZN|HU","Without sequence","100.55","",""
"26/04/2023 06:00:00 - 26/04/2023 07:00:00","BZN|HU","Without sequence","125.16","",""
"26/04/2023 07:00:00 - 26/04/2023 08:00:00","BZN|HU","Without sequence","139.91","",""
"26/04/2023 08:00:00 - 26/04/2023 09:00:00","BZN|HU","Without sequence","130.01","",""
"26/04/2023 09:00:00 - 26/04/2023 10:00:00","BZN|HU","Without sequence","99.07","",""
"26/04/2023 10:00:00 - 26/04/2023 11:00:00","BZN|HU","Without sequence","92.36","",""
"26/04/2023 11:00:00 - 26/04/2023 12:00:00","BZN|HU","Without sequence","99.15","",""
"26/04/2023 12:00:00 - 26/04/2023 13:00:00","BZN|HU","Without sequence","93.06","",""
"26/04/2023 13:00:00 - 26/04/2023 14:00:00","BZN|HU","Without sequence","95.31","",""
"26/04/2023 14:00:00 - 26/04/2023 15:00:00","BZN|HU","Without sequence","95.72","",""
"26/04/2023 15:00:00 - 26/04/2023 16:00:00","BZN|HU","Without sequence","92.85","",""
"26/04/2023 16:00:00 - 26/04/2023 17:00:00","BZN|HU","Without sequence","98.2","",""
"26/04/2023 17:00:00 - 26/04/2023 18:00:00","BZN|HU","Without sequence","112.49","",""
"26/04/2023 18:00:00 - 26/04/2023 19:00:00","BZN|HU","Without sequence","128.11","",""
"26/04/2023 19:00:00 - 26/04/2023 20:00:00","BZN|HU","Without sequence","148.11","",""
"26/04/2023 20:00:00 - 26/04/2023 21:00:00","BZN|HU","Without sequence","154.97","",""
"26/04/2023 21:00:00 - 26/04/2023 22:00:00","BZN|HU","Without sequence","145.95","",""
"26/04/2023 22:00:00 - 26/04/2023 23:00:00","BZN|HU","Without sequence","132.8","",""
"26/04/2023 23:00:00 - 27/04/2023 00:00:00","BZN|HU","Without sequence","123.74","",""
"27/04/2023 00:00:00 - 27/04/2023 01:00:00","BZN|HU","Without sequence","107.18","",""
"27/04/2023 01:00:00 - 27/04/2023 02:00:00","BZN|HU","Without sequence","103.36","",""
"27/04/2023 02:00:00 - 27/04/2023 03:00:00","BZN|HU","Without sequence","100.28","",""
"27/04/2023 03:00:00 - 27/04/2023 04:00:00","BZN|HU","Without sequence","98.28","",""
"27/04/2023 04:00:00 - 27/04/2023 05:00:00","BZN|HU","Without sequence","98.76","",""
"27/04/2023 05:00:00 - 27/04/2023 06:00:00","BZN|HU","Without sequence","110.41","",""
